Ticker,Date,Viajes_por_dia,Pasajeros_por_dia,Distancia_millas,borough,Tipo_de_taxi,Model,CO2_Emissions_lb_mill,FuelConsumption_City _L_mill,CO2_Trip_Lb,Fuel_Trip_Lt
AIMPEC,01/02/2022,84191,109071,348639.52,Manhattan,yellow,2019,0.99,8.59,345153.125,2994813.477
AIMPEC,02/02/2022,5,6,23.64,EWR,yellow,2019,0.99,8.59,23.404,203.068
AIMPEC,03/02/2022,11,13,146.9,Staten Island,yellow,2019,0.99,8.59,145.431,1261.871
AIMPEC,03/02/2022,5461,7469,65150.36,Queens,yellow,2019,0.99,8.59,64498.856,559641.592
AIMPEC,05/02/2022,109408,151872,1014967.91,Manhattan,yellow,2019,0.99,8.59,1004818.231,8718574.347
AIMPEC,06/02/2022,78813,109721,391202.29,Manhattan,yellow,2019,0.99,8.59,387290.267,3360427.671
AIMPEC,06/02/2022,12,17,37.23,EWR,yellow,2019,0.99,8.59,36.858,319.806
AIMPEC,07/02/2022,13,17,7.58,EWR,yellow,2019,0.99,8.59,7.504,65.112
AIMPEC,08/02/2022,94827,123077,471360.74,Manhattan,yellow,2019,0.99,8.59,466647.133,4048988.757
AIMPEC,09/02/2022,5358,7360,62054.73,Queens,yellow,2019,0.99,8.59,61434.183,533050.131
AIMPEC,10/02/2022,10,9,98.35,Staten Island,yellow,2019,0.99,8.59,97.366,844.826
AIMPEC,10/02/2022,104071,135373,277533.33,Manhattan,yellow,2019,0.99,8.59,274757.997,2384011.305
AIMPEC,11/02/2022,170,176,875.46,Bronx,yellow,2019,0.99,8.59,866.705,7520.201
AIMPEC,11/02/2022,13,20,45.1,EWR,yellow,2019,0.99,8.59,44.649,387.409
AIMPEC,11/02/2022,108589,145698,379817.32,Manhattan,yellow,2019,0.99,8.59,376019.147,3262630.779
AIMPEC,12/02/2022,5673,8151,71199.33,Queens,yellow,2019,0.99,8.59,70487.337,611602.245
AIMPEC,12/02/2022,948,1012,184933.34,Brooklyn,yellow,2019,0.99,8.59,183084.007,1588577.391
