Ticker,Date,Viajes_por_dia,Pasajeros_por_dia,Distancia_millas,borough,Tipo_de_taxi,Model,CO2_Emissions_lb_mill,FuelConsumption_City _L_mill,CO2_Trip_Lb,Fuel_Trip_Lt
AIMPEC,05/04/2022,9826,13973,137624.51,Queens,yellow,2021,1.05,8.99,144505.736,1237244.345
AIMPEC,06/04/2022,20,34,19.7,EWR,yellow,2021,1.05,8.99,20.685,177.103
AIMPEC,07/04/2022,117165,152458,417821.66,Manhattan,yellow,2021,1.05,8.99,438712.743,3756216.723
AIMPEC,08/04/2022,173,185,1127.31,Bronx,yellow,2021,1.05,8.99,1183.676,10134.517
AIMPEC,08/04/2022,7,7,116.63,Staten Island,yellow,2021,1.05,8.99,122.462,1048.504
AIMPEC,08/04/2022,951,972,4775.82,Brooklyn,yellow,2021,1.05,8.99,5014.611,42934.622
AIMPEC,09/04/2022,1277,1172,69989.01,Brooklyn,yellow,2021,1.05,8.99,73488.46,629201.2
AIMPEC,09/04/2022,18,36,1.4,EWR,yellow,2021,1.05,8.99,1.47,12.586
AIMPEC,11/04/2022,94548,128487,378485.31,Manhattan,yellow,2021,1.05,8.99,397409.576,3402582.937
AIMPEC,11/04/2022,109,111,725.08,Bronx,yellow,2021,1.05,8.99,761.334,6518.469
