Fecha,Pasajeros por dia,Viajes por dia,Tarifario por dia,Total recaudado por dia,Pago con tarjeta,Pago con efectivo,Tipo de Taxi
2020-01-13,14507,14288,225088.15,272880.46,6361,4762,green
2020-01-14,14085,13977,223637.2,269294.7,6098,4480,green
2020-01-15,13762,14157,226754.55,273445.47000000003,6218,4368,green
2020-01-16,15612,15218,235004.52,284776.24,6887,4933,green
2020-01-17,16774,16011,241722.77,293660.12,7376,5461,green
2020-01-18,12441,11080,155174.97,187943.67,5181,4376,green
2020-01-19,12303,11193,164959.35,199397.65,5139,4171,green
2020-01-20,10847,9684,138305.85,168054.0,4624,3455,green
2020-01-21,14154,14191,223883.43,270170.56,6353,4525,green
2020-01-22,14308,14552,232398.75,280550.71,6424,4529,green
2020-01-23,14904,14757,231191.8,280551.63,6651,4726,green
2020-01-24,2,2,30.0,34.06,1,1,green
2020-01-24,15385,15148,234433.81,283174.64,6779,5185,green
2020-01-25,14906,13311,188397.67,229024.1,6431,5018,green
2020-01-26,12780,11772,177754.81,214057.55,5356,4228,green
2020-01-27,13348,13451,211782.92,255104.96,5908,4428,green
2020-01-28,14265,14383,230653.54,277993.38,6256,4602,green
2020-01-29,14382,14564,231916.11,280226.74,6627,4433,green
2020-01-30,15053,14911,234061.25,283370.93,6823,4717,green
2020-01-31,16377,15636,238256.25,288488.36,6985,5451,green
2020-01-31,13,9,132.0,171.66,6,3,green
2020-02-01,20,18,220.5,266.16,6,12,green
2020-02-01,14509,12993,186239.77,225034.5,6035,5040,green
2020-02-02,12914,11906,179672.63,216019.45,5285,4287,green
2020-02-03,13668,13485,211888.36,254751.32,5623,4676,green
2020-02-04,13886,13981,225180.91,271027.83,5923,4530,green
2020-02-05,14999,14893,232853.24,281217.47000000003,6710,4726,green
2020-02-06,15142,14846,230004.44,278776.28,6964,4620,green
2020-02-07,16596,15977,239700.67,291581.11,7225,5555,green
2020-02-08,14993,13643,203218.87,245602.76,6204,5199,green
2020-02-09,11883,11431,177426.56,214243.42,5069,3999,green
2020-02-10,13913,13555,209449.68,253150.06,5948,4496,green
2020-02-11,13332,13534,214753.18,259581.1,6004,4299,green
2020-02-11,1,1,12.0,13.3,0,1,green
2020-02-12,14972,14963,232564.29,281703.2,6405,4929,green
2020-02-12,1,1,15.0,19.56,1,0,green
2020-02-13,15819,15516,242606.0,293777.59,6948,5015,green
2020-02-14,2,2,12.5,14.1,0,2,green
2020-02-14,17749,16574,250762.4,303152.56,7221,6128,green
2020-02-15,14265,12786,185691.76,224176.65,5769,5115,green
2020-02-15,1,1,9.0,9.8,0,1,green
2020-02-16,2,2,20.5,23.1,1,1,green
2020-02-16,11208,10669,163165.09,195537.44,4664,3871,green
2020-02-17,1,1,11.5,14.76,1,0,green
2020-02-17,10779,9419,136068.65,165267.8,4442,3525,green
2020-02-18,12463,12652,201118.52,243128.98,5496,4009,green
2020-02-19,1,1,6.0,7.3,1,0,green
2020-02-19,1,1,26.0,29.55,0,1,green
2020-02-19,13759,13727,216890.65,262765.83,6081,4341,green
2020-02-20,15005,14318,218366.27,265837.87,6597,4723,green
2020-02-21,15654,15069,225487.54,274396.72000000003,6827,5153,green
2020-02-22,14276,12779,191081.8,230110.82,5897,4949,green
2020-02-23,11974,11423,178496.94,214116.38,4949,4100,green
2020-02-24,13123,13099,209877.56,252342.96,5541,4324,green
2020-02-25,14139,13909,216615.85,261354.19,6069,4595,green
2020-02-26,15221,14748,229310.7,276146.35,6242,4998,green
2020-02-27,16704,16034,241341.27,293030.81,7073,5584,green
2020-02-28,16971,16246,249181.06,300160.38,6848,6105,green
2020-02-29,16495,14432,205955.69,248308.61000000002,6458,5946,green
2020-02-29,13,12,149.5,206.61,6,6,green
2020-03-01,16,15,178.0,220.66,7,8,green
2020-03-01,12423,11480,174394.56,209375.31,5022,4336,green
2020-03-02,13048,13023,185604.44,217737.05,5305,4698,green
2020-03-02,1,1,7.5,9.8,1,0,green
2020-03-03,13980,14026,197486.76,232949.87,5834,4855,green
2020-03-04,14093,14320,211576.9,248807.43,6030,4603,green
2020-03-05,15707,14930,213761.96,253633.87,6531,5148,green
2020-03-06,16615,15579,216462.84,257189.31,6904,5600,green
2020-03-07,14937,13230,177278.51,210896.01,5905,5392,green
2020-03-07,1,1,5.0,6.8,0,1,green
2020-03-08,11532,10573,145929.65,172351.22,4591,3937,green
2020-03-08,1,1,8.0,8.8,0,1,green
2020-03-09,12294,12008,169541.89,200103.8,4890,4284,green
2020-03-10,12130,12261,175714.63,206974.34,5048,4139,green
2020-03-11,12220,12274,172566.27,205144.02,5198,4135,green
2020-03-12,12669,12299,171288.92,209231.4,5261,4310,green
2020-03-13,11330,10789,146956.57,174536.48,4518,4128,green
2020-03-14,9051,7800,100322.76,118246.22,3115,3534,green
2020-03-15,6252,5651,74958.42,87752.75,2281,2274,green
2020-03-16,7301,7153,102996.18,121076.18000000001,2859,2654,green
2020-03-17,5332,5427,78420.35,92118.98,2180,2002,green
2020-03-18,4760,4898,70012.34,82365.49,1856,1822,green
2020-03-19,3970,4089,59072.86,69430.55,1574,1510,green
2020-03-20,3905,3964,55830.36,65041.82,1431,1576,green
2020-03-21,2540,2521,34920.85,40098.99,890,1125,green
2020-03-22,1406,1354,20119.31,23269.95,536,572,green
2020-03-23,1684,1950,29444.39,34252.91,764,618,green
2020-03-24,1686,1822,26145.06,30496.13,711,631,green
2020-03-25,1563,1729,26333.24,30647.1,693,590,green
2020-03-26,1554,1658,24705.99,28817.39,631,622,green
2020-03-27,1725,1814,25568.23,29935.920000000002,697,771,green
2020-03-28,1250,1273,17727.37,20484.09,511,479,green
2020-03-29,1,1,8.5,9.3,0,1,green
2020-03-29,759,731,10592.73,12387.8,324,295,green
2020-03-30,1171,1427,21541.39,25086.420000000002,514,506,green
2020-03-31,1242,1421,21616.75,25082.68,550,469,green
2020-04-01,1342,1483,22200.38,25731.55,507,591,green
2020-04-01,1,1,11.5,14.14,1,0,green
2020-04-02,1321,1406,21107.89,24408.74,522,531,green
2020-04-03,1321,1525,23874.68,27510.670000000002,509,614,green
2020-04-04,1055,1145,16548.27,19021.36,401,472,green
2020-04-05,671,717,12180.23,14113.75,280,270,green
2020-04-06,1036,1283,21413.85,24718.57,458,424,green
2020-04-07,868,1145,19478.16,22302.01,398,366,green
2020-04-08,926,1172,19595.23,22798.54,363,444,green
2020-04-09,927,1157,19371.42,23280.68,399,404,green
2020-04-10,957,1226,19942.24,23891.260000000002,452,432,green
2020-04-11,807,958,14783.95,17424.97,361,367,green
2020-04-12,473,608,10856.21,12909.82,222,210,green
2020-04-13,732,973,16904.46,20493.91,377,300,green
2020-04-14,889,1198,19586.5,23583.79,410,398,green
2020-04-15,974,1239,20759.71,24755.62,412,468,green
2020-04-16,946,1259,19498.4,23502.2,432,448,green
2020-04-17,997,1397,23339.41,27900.02,437,479,green
2020-04-18,819,974,15175.82,17913.5,364,350,green
2020-04-19,1,1,10.5,11.3,0,1,green
2020-04-19,601,691,10587.13,12630.72,291,234,green
2020-04-20,957,1226,20059.68,24120.06,427,412,green
2020-04-21,831,1079,17971.48,21763.09,400,341,green
2020-04-22,913,1284,22027.56,26525.61,448,386,green
2020-04-22,2,2,13.5,18.05,2,0,green
2020-04-23,930,1274,21427.83,25749.12,433,413,green
2020-04-24,912,1271,21370.24,25623.11,442,408,green
2020-04-25,882,1134,18004.92,21161.420000000002,384,424,green
2020-04-26,488,666,11395.710000000001,13613.0,250,203,green
2020-04-27,949,1394,24111.21,28994.11,488,378,green
2020-04-28,962,1501,27793.08,33208.77,458,394,green
2020-04-29,993,1576,29200.22,35346.36,493,387,green
2020-04-30,951,1677,30886.54,36798.98,451,405,green
2020-05-01,1202,2026,36028.26,41929.61,505,578,green
2020-05-02,1051,1508,25025.170000000002,28889.28,390,517,green
2020-05-03,654,1011,18418.03,21197.6,296,291,green
2020-05-04,1173,1822,35248.11,40693.3,472,467,green
2020-05-05,1099,1930,35403.49,40970.48,459,466,green
2020-05-06,1333,2293,43848.43,50314.19,552,534,green
2020-05-07,1178,2270,43551.93,49945.23,533,493,green
2020-05-08,1139,2167,41331.95,47627.41,506,499,green
2020-05-09,1021,1594,27781.45,32168.05,420,448,green
2020-05-10,900,1342,24206.41,27868.59,357,404,green
2020-05-11,1081,2143,42935.18,49177.58,507,441,green
2020-05-12,1097,2293,44352.28,50828.44,483,473,green
2020-05-13,1212,2458,48206.89,55370.58,485,528,green
2020-05-14,1185,2417,47733.49,54590.02,490,484,green
2020-05-15,1347,2562,51366.33,58690.83,592,578,green
2020-05-16,1113,1875,33354.14,38616.090000000004,443,507,green
2020-05-17,768,1272,24422.28,27987.85,348,312,green
2020-05-18,1405,2019,35243.44,41460.68,583,612,green
2020-05-19,1410,1843,32957.82,39048.38,622,542,green
2020-05-20,1430,1917,34252.69,40644.19,622,563,green
2020-05-21,1400,1826,32617.19,38878.36,570,562,green
2020-05-22,1393,1885,31442.96,37542.31,597,565,green
2020-05-23,1070,1399,24267.82,28448.35,446,463,green
2020-05-24,754,1001,18803.16,22023.920000000002,361,281,green
2020-05-25,908,1274,22597.04,26546.71,387,386,green
2020-05-26,1404,1954,34795.52,41310.0,590,572,green
2020-05-27,1467,2140,39707.13,47419.45,640,552,green
2020-05-28,1556,2045,35823.13,42481.35,658,597,green
2020-05-29,1701,2184,37512.52,44521.19,684,671,green
2020-05-30,1442,1672,28195.46,33319.63,551,567,green
2020-05-31,1045,1219,20844.23,24628.79,447,402,green
2020-06-01,1,1,6.0,6.8,0,1,green
2020-06-01,1520,1970,34633.88,41072.71,651,607,green
2020-06-02,1476,1896,33758.07,40081.89,637,564,green
2020-06-03,1536,2166,37328.85,44621.2,630,598,green
2020-06-04,1575,2157,37571.09,44971.35,674,576,green
2020-06-05,1755,2323,40920.26,49200.25,758,657,green
2020-06-06,1549,1849,31675.3,37744.77,662,567,green
2020-06-07,1089,1425,26050.68,30911.81,483,403,green
2020-06-08,1624,2218,38895.37,46421.54,709,598,green
2020-06-09,1667,2244,39696.69,47175.74,671,569,green
2020-06-10,1605,2329,41077.55,49274.92,724,617,green
2020-06-11,1616,2174,37629.66,44978.1,665,608,green
2020-06-12,1766,2350,44421.12,52769.46,739,651,green
2020-06-13,1411,1809,29325.33,34492.35,543,592,green
2020-06-14,1149,1388,23633.63,28116.46,504,421,green
2020-06-15,1546,2176,46144.46,53558.24,697,580,green
2020-06-16,1509,2166,47240.45,54774.42,681,529,green
2020-06-17,1548,2247,49474.03,57376.97,638,591,green
2020-06-18,1706,2286,49842.94,58794.26,718,584,green
2020-06-19,1883,2407,51320.63,59844.48,779,658,green
2020-06-20,1512,1801,36990.49,42641.56,622,582,green
2020-06-21,1284,1392,27842.03,32264.41,483,453,green
2020-06-22,1806,2361,49383.46,57790.38,774,646,green
2020-06-22,1,1,6.0,6.8,0,1,green
2020-06-23,1889,2423,53544.61,62077.3,806,670,green
2020-06-24,1795,2411,52860.63,61441.15,787,648,green
2020-06-25,1745,2475,53520.7,62192.51,780,633,green
2020-06-26,2039,2650,55437.88,64515.01,857,766,green
2020-06-27,1513,1803,34024.39,39383.25,610,600,green
2020-06-28,1269,1431,28130.43,32879.09,524,478,green
2020-06-29,1637,2369,50899.74,59007.49,725,644,green
2020-06-30,1680,2412,52235.05,60422.66,773,609,green
2020-06-30,1,1,8.5,15.06,1,0,green
2020-07-01,1795,2575,56151.68,65067.81,774,671,green
2020-07-02,1876,2575,54692.85,63942.96,790,722,green
2020-07-03,1708,2223,43336.36,49947.25,663,724,green
2020-07-04,1251,1694,36291.45,41696.83,509,500,green
2020-07-05,1293,1472,28689.45,33438.02,518,461,green
2020-07-06,1624,2385,49698.73,57835.1,745,621,green
2020-07-07,1895,2237,43490.4,51118.86,839,682,green
2020-07-08,1798,2519,53912.84,62557.22,787,668,green
2020-07-09,1713,2540,55653.1,64545.270000000004,741,649,green
2020-07-10,1774,2424,50434.69,58602.75,788,660,green
2020-07-11,1371,1716,33923.53,39176.16,557,560,green
2020-07-12,1347,1503,31080.82,36188.6,554,441,green
2020-07-13,1617,2269,46213.07,54132.12,750,593,green
2020-07-14,1923,2633,56926.05,66241.92,882,595,green
2020-07-14,1,1,14.5,15.3,0,1,green
2020-07-15,1759,2596,54935.2,64382.92,809,613,green
2020-07-16,1709,2527,53378.32,62472.91,758,604,green
2020-07-17,1920,2608,53437.62,62301.25,875,670,green
2020-07-18,1772,2008,39525.16,45824.67,669,688,green
2020-07-19,1215,1485,29326.87,34271.42,595,406,green
2020-07-20,1596,2291,46550.35,54501.37,791,593,green
2020-07-21,1694,2505,53144.24,61965.91,844,592,green
2020-07-22,1826,2700,55939.03,65702.39,873,618,green
2020-07-23,1965,2740,58298.22,67893.62,858,677,green
2020-07-24,1831,2568,53333.47,62005.64,812,677,green
2020-07-25,1837,2203,43484.11,50553.340000000004,781,680,green
2020-07-26,1279,1565,33065.57,38188.08,548,469,green
2020-07-27,1888,2628,54908.76,63992.49,877,668,green
2020-07-28,2082,2678,54162.56,63386.92,874,692,green
2020-07-29,2174,2990,64530.67,75032.27,926,758,green
2020-07-30,2109,2833,58848.95,68603.97,896,750,green
2020-07-31,1734,2562,56061.95,64827.08,811,645,green
2020-07-31,2,2,20.0,22.6,0,2,green
2020-08-01,1,1,28.5,32.55,1,0,green
2020-08-01,2147,2484,47778.71,55482.840000000004,853,833,green
2020-08-02,1446,1718,34658.01,40145.07,634,492,green
2020-08-03,2045,2840,60900.57,70718.34,857,739,green
2020-08-04,1906,2270,48535.23,56526.03,830,631,green
2020-08-05,2231,2887,62126.06,72419.85,918,780,green
2020-08-06,2269,2984,64269.79,74792.11,974,773,green
2020-08-07,2235,2969,61161.2,71588.56,993,801,green
2020-08-08,2039,2274,43928.08,50773.61,768,752,green
2020-08-09,1468,1679,34478.9,40013.36,587,486,green
2020-08-10,2051,2781,59580.47,69439.67,843,706,green
2020-08-11,1979,2733,60100.71,70096.85,864,641,green
2020-08-12,2027,2814,60223.02,70043.49,857,727,green
2020-08-13,2132,2868,61952.06,71988.74,945,673,green
2020-08-14,2232,2899,62714.07,72838.45,950,722,green
2020-08-15,1819,2249,44561.47,51807.7,745,691,green
2020-08-16,1268,1493,31916.18,36869.23,517,400,green
2020-08-17,1897,2769,58126.11,68048.72,876,676,green
2020-08-18,1846,2927,64328.22,74748.35,849,629,green
2020-08-19,2002,2956,64620.46,75303.64,905,666,green
2020-08-20,2105,3164,69673.51,80873.73,918,732,green
2020-08-21,2186,3190,68804.34,79945.27,956,777,green
2020-08-22,1932,2412,49582.75,57461.91,812,707,green
2020-08-23,1409,1782,38221.07,44016.1,594,479,green
2020-08-24,1922,2871,61900.01,72353.01,830,687,green
2020-08-25,1848,2881,63335.38,73628.3,831,624,green
2020-08-26,2129,3116,67181.79,78039.89,938,719,green
2020-08-27,1952,2955,63191.32,73522.36,893,652,green
2020-08-28,2195,3193,68827.64,80046.79,936,764,green
2020-08-29,1,1,3.5,5.3,1,0,green
2020-08-29,1574,1979,39339.99,45588.49,686,571,green
2020-08-30,1370,1859,40351.9,46515.76,629,482,green
2020-08-31,1852,3064,64552.64,75748.22,836,657,green
2020-08-31,2,2,20.5,29.26,1,1,green
2020-09-01,1,1,6.5,7.8,1,0,green
2020-09-01,1934,3060,64860.4,75896.13,843,698,green
2020-09-02,2110,3250,66097.8,77832.09,890,764,green
2020-09-03,2034,3097,62022.159999999996,72775.86,883,784,green
2020-09-04,2353,3270,65819.92,77153.41,941,833,green
2020-09-05,2020,2289,42697.27,49895.4,773,750,green
2020-09-06,1479,1724,32986.66,38566.15,613,481,green
2020-09-07,1449,1727,33372.19,39371.72,676,482,green
2020-09-08,2201,3171,64160.2,75313.16,982,771,green
2020-09-09,2247,3264,65877.52,77754.17,1011,784,green
2020-09-10,2338,3111,61983.58,73255.5,1025,704,green
2020-09-11,2483,3315,65902.03,77728.07,1047,817,green
2020-09-12,2242,2536,47761.13,55880.43,883,788,green
2020-09-13,1593,1803,34550.9,40662.06,696,497,green
2020-09-14,2090,3375,69980.32,82131.52,907,677,green
2020-09-15,2055,3325,69298.04,81045.66,900,721,green
2020-09-16,2194,3337,67954.46,80186.42,978,732,green
2020-09-17,2252,3423,69537.94,81886.21,1012,744,green
2020-09-18,2547,3684,74143.22,87480.08,1076,866,green
2020-09-19,2288,2550,45597.87,53566.770000000004,913,802,green
2020-09-20,1630,1844,34848.06,41431.42,738,495,green
2020-09-21,2160,3302,67099.08,79089.5,939,716,green
2020-09-22,1971,3219,66995.24,78867.97,921,649,green
2020-09-23,2292,3414,69337.81,81672.74,1029,694,green
2020-09-24,2374,3454,70728.13,83248.93000000001,1044,743,green
2020-09-25,2647,3484,70173.61,82984.88,1065,807,green
2020-09-26,2140,2441,44420.65,52435.64,874,756,green
2020-09-27,1594,1794,32977.8,39031.26,697,466,green
2020-09-28,1831,3108,63535.94,74741.61,828,652,green
2020-09-29,2110,3234,66704.5,78499.9,931,650,green
2020-09-30,2267,3373,66711.76,78713.3,1045,690,green
2020-09-30,2,2,22.5,28.16,1,1,green
2020-10-01,15,3,10.2,15.14,1,2,green
2020-10-01,2497,3603,73446.73,86569.49,1057,819,green
2020-10-02,2446,3597,72522.51,85109.89,1018,833,green
2020-10-03,2262,2660,49623.07,58528.93,894,808,green
2020-10-04,1617,1809,34157.55,40287.55,673,513,green
2020-10-05,2165,3348,66354.82,78339.18000000001,922,740,green
2020-10-06,2243,3273,65966.28,77830.75,925,704,green
2020-10-07,2187,3319,67025.35,78926.18000000001,958,732,green
2020-10-08,2416,3444,69853.41,82571.22,1034,713,green
2020-10-09,2439,3435,67621.75,80158.1,1031,765,green
2020-10-10,2267,2551,47310.6,55568.97,919,755,green
2020-10-11,1565,1826,34997.66,41173.44,678,477,green
2020-10-12,1653,2366,46000.66,54511.020000000004,841,508,green
2020-10-13,2206,3263,66959.65,79279.83,1010,651,green
2020-10-14,2337,3538,71146.33,83665.44,1001,773,green
2020-10-15,2460,3540,69573.77,82233.14,1103,801,green
2020-10-16,2437,3393,65856.04,78287.34,1102,732,green
2020-10-17,2170,2484,45797.46,53738.18,955,716,green
2020-10-18,1715,2013,37613.16,44553.47,780,521,green
2020-10-19,2065,3352,67647.36,79852.6,945,753,green
2020-10-20,2226,3316,66894.97,78910.58,1014,690,green
2020-10-21,2293,3340,66891.76,78813.93000000001,1017,728,green
2020-10-22,2476,3464,67993.98,80764.98,1098,740,green
2020-10-23,2352,3542,69201.64,81866.34,1063,818,green
2020-10-24,2327,2658,48549.71,57384.37,934,756,green
2020-10-25,1611,1864,34643.17,40895.8,724,484,green
2020-10-26,2239,3324,65243.36,77211.97,989,717,green
2020-10-27,2407,3396,67508.81,79893.52,1025,733,green
2020-10-28,2358,3491,68201.96,80829.43000000001,1051,722,green
2020-10-29,2371,3508,68380.9,81407.42,1132,732,green
2020-10-30,2644,3666,67934.58,80602.15,1138,876,green
2020-10-31,2456,2728,47957.67,56896.96,977,792,green
2020-10-31,1,1,33.0,43.17,0,1,green
2020-11-01,9,5,63.0,82.76,2,3,green
2020-11-01,1626,1980,36542.54,43147.43,746,509,green
2020-11-02,2316,3547,69462.73,81817.8,1041,806,green
2020-11-03,2167,3323,65465.52,77233.03,979,692,green
2020-11-04,2136,3343,67426.82,79782.73,1008,659,green
2020-11-05,2368,3501,70972.18,83994.74,1056,773,green
2020-11-06,2403,3481,68192.14,80402.05,1054,797,green
2020-11-07,2131,2575,49486.56,58482.58,877,700,green
2020-11-08,1621,1963,38083.56,45244.43,759,481,green
2020-11-09,2249,3443,68947.84,81474.86,979,724,green
2020-11-10,2493,3686,74430.53,88209.21,1134,738,green
2020-11-11,2350,3244,62504.42,74311.97,1050,675,green
2020-11-12,2566,3653,70909.16,84451.0,1171,767,green
2020-11-13,2488,3626,71239.95,84215.34,1113,775,green
2020-11-14,2118,2483,45863.72,54398.18,876,652,green
2020-11-15,1383,1689,30839.87,36616.4,618,427,green
2020-11-16,2150,3607,73746.85,87275.5,1013,715,green
2020-11-17,2236,3462,71861.11,84846.78,1025,661,green
2020-11-18,2330,3490,70703.2,83869.78,1092,675,green
2020-11-19,2328,3527,70874.87,84195.09,1076,715,green
2020-11-20,2427,3610,71761.18,85091.89,1119,784,green
2020-11-21,2185,2608,48453.65,57170.4,901,758,green
2020-11-22,1463,1828,35563.89,41928.6,661,447,green
2020-11-23,2193,3417,67097.1,79594.37,1021,720,green
2020-11-24,2178,3498,70136.63,83053.27,1014,689,green
2020-11-25,2204,3317,67378.99,79771.24,1066,696,green
2020-11-26,1320,1766,36966.49,43250.71,619,457,green
2020-11-27,1882,2146,38254.23,45838.81,759,655,green
2020-11-28,1937,2146,38937.9,46040.02,787,652,green
2020-11-29,1375,1695,31932.73,37924.02,703,413,green
2020-11-30,1880,2949,57991.76,68937.45,915,581,green
2020-11-30,1,1,17.0,23.05,1,0,green
2020-12-01,1,1,10.0,10.3,1,0,green
2020-12-01,2415,3492,69460.97,81845.49,1039,773,green
2020-12-02,2337,3511,71302.6,84231.39,1086,724,green
2020-12-03,2361,3451,68436.89,81026.92,1031,787,green
2020-12-04,2440,3358,65804.2,77953.33,1053,763,green
2020-12-05,1841,2097,37543.52,44484.2,826,590,green
2020-12-06,1460,1731,33562.15,39547.45,645,457,green
2020-12-07,2031,3262,66363.23,78294.91,954,673,green
2020-12-08,2218,3293,66161.92,78370.11,1043,678,green
2020-12-09,2207,3316,64827.95,76827.86,1081,676,green
2020-12-10,2312,3383,67285.85,79738.18000000001,1044,707,green
2020-12-11,2267,3426,66253.93,78564.19,1070,763,green
2020-12-12,1941,2246,42117.29,49777.93,802,654,green
2020-12-13,1467,1789,33903.1,40291.41,711,430,green
2020-12-14,2031,3201,63883.04,76052.08,982,649,green
2020-12-15,2263,3383,66728.45,79097.02,1025,723,green
2020-12-16,1991,2773,52664.77,62713.48,960,589,green
2020-12-17,790,899,16110.1,19502.28,386,240,green
2020-12-18,2339,2942,56023.79,66559.15,1002,770,green
2020-12-19,2003,2243,40734.61,47977.89,852,659,green
2020-12-20,1389,1636,30508.21,36102.52,607,447,green
2020-12-21,1985,3253,65891.89,77561.43000000001,940,697,green
2020-12-22,1937,3163,63870.58,75476.39,929,675,green
2020-12-23,2270,3402,68660.49,80808.87,1017,799,green
2020-12-24,1976,2387,44133.93,52112.090000000004,818,728,green
2020-12-25,801,1097,24235.81,28300.74,358,289,green
2020-12-26,1483,1693,32121.69,37885.62,618,509,green
2020-12-27,1135,1426,27782.0,32701.4,506,369,green
2020-12-28,1638,2811,58400.99,68804.82,793,528,green
2020-12-29,1819,2891,59799.83,70880.49,863,588,green
2020-12-30,1765,2918,59876.19,70625.81,819,579,green
2020-12-31,1,1,8.0,9.3,0,1,green
2020-12-31,1837,2654,50550.36,59688.68,785,711,green
2021-01-01,1,1,8.0,9.3,0,1,green
2021-01-01,824,1031,21609.32,25312.43,358,262,green
2021-01-02,1533,1904,35190.33,41379.39,693,512,green
2021-01-03,949,1320,25645.25,30273.89,497,289,green
2021-01-04,1712,2908,58572.43,69101.57,806,618,green
2021-01-05,1702,3002,61776.7,72429.06,823,608,green
2021-01-06,1845,3091,62190.62,73453.28,895,628,green
2021-01-07,1759,2989,60782.39,71680.06,860,567,green
2021-01-08,1899,2911,59096.68,69764.14,905,623,green
2021-01-09,1550,1976,37470.66,43967.04,735,534,green
2021-01-10,1107,1441,26397.38,31459.22,592,331,green
2021-01-11,1818,3034,60756.23,71979.49,948,570,green
2021-01-12,1815,3027,61512.96,72755.92,892,600,green
2021-01-13,1753,3143,64058.85,75721.51,895,578,green
2021-01-14,1798,3140,63102.63,74750.8,916,595,green
2021-01-15,1806,2946,59552.43,70424.23,942,574,green
2021-01-16,1551,1916,35073.86,41567.340000000004,742,504,green
2021-01-17,1039,1443,28515.51,33822.83,534,325,green
2021-01-18,1129,1951,39438.18,46442.36,621,373,green
2021-01-19,1707,3098,63394.98,76565.57,926,510,green
2021-01-20,1599,2955,60778.14,71919.58,832,544,green
2021-01-21,1709,2998,60339.77,71226.54,897,582,green
2021-01-22,1910,3016,60822.76,71694.89,928,620,green
2021-01-23,1651,1948,36384.19,43073.29,782,522,green
2021-01-24,1052,1394,26327.92,31375.32,573,304,green
2021-01-25,1562,2863,58260.57,68673.5,831,486,green
2021-01-26,1445,2695,56526.909999999996,66652.17,813,474,green
2021-01-27,1767,3020,61685.88,72767.14,909,579,green
2021-01-28,1913,3086,60656.25,72056.01,998,599,green
2021-01-29,1858,3070,59749.28,70697.85,968,599,green
2021-01-30,1406,1786,33691.97,39599.6,730,455,green
2021-01-31,1083,1413,26382.84,31302.73,596,314,green
2021-02-01,152,272,5950.58,6956.03,77,49,green
2021-02-02,950,1037,17174.53,20822.63,466,298,green
2021-02-03,1454,2281,44678.87,53007.43,821,465,green
2021-02-04,1652,3073,64529.71,75932.13,849,568,green
2021-02-05,1774,2959,58456.52,69213.19,950,594,green
2021-02-06,1596,2027,37868.33,44722.81,792,554,green
2021-02-07,748,869,15759.55,18973.64,397,225,green
2021-02-08,1668,2666,53910.89,63828.37,902,510,green
2021-02-09,1617,2716,55595.19,65545.31,859,529,green
2021-02-10,1903,3212,65012.93,76957.05,959,607,green
2021-02-11,1772,3018,62627.27,74357.19,978,543,green
2021-02-12,2085,3206,63792.13,76000.72,1092,625,green
2021-02-13,1601,2013,38369.14,45665.840000000004,835,512,green
2021-02-14,1274,1456,26231.36,31674.55,658,344,green
2021-02-15,1422,1778,31458.97,37533.88,695,463,green
2021-02-16,1611,2808,57405.39,68073.74,854,503,green
2021-02-17,1730,3060,63076.34,74592.54,925,559,green
2021-02-18,1025,1490,27688.74,33324.53,542,276,green
2021-02-19,1674,2244,40184.87,48497.7,870,530,green
2021-02-20,1534,1967,36198.54,42946.590000000004,827,488,green
2021-02-21,1178,1493,28629.36,34004.1,613,352,green
2021-02-22,1603,2832,58222.43,68440.81,818,488,green
2021-02-23,1642,2919,60361.58,71359.39,882,506,green
2021-02-24,1898,3265,67239.25,79219.71,902,620,green
2021-02-25,1844,3166,64889.98,77166.96,959,556,green
2021-02-26,1972,3219,64706.76,76660.21,977,662,green
2021-02-27,1548,1962,36495.41,43360.04,756,507,green
2021-02-28,1206,1562,28994.14,34601.98,643,341,green
2021-03-01,3,1,45.0,45.3,0,1,green
2021-03-01,1654,2954,61804.84,72700.53,830,494,green
2021-03-02,1719,2981,60419.94,71300.46,898,518,green
2021-03-03,1838,3121,63358.79,74852.35,937,561,green
2021-03-04,2007,3163,62203.47,73814.56,947,613,green
2021-03-05,2082,3128,62906.5,74636.59,968,648,green
2021-03-06,1803,2151,39655.27,47204.41,790,575,green
2021-03-07,1218,1538,29279.92,34923.43,562,374,green
2021-03-08,1807,3031,61973.75,73047.62,875,561,green
2021-03-09,1890,3011,62326.53,73409.39,886,607,green
2021-03-10,2061,3192,64813.52,76121.01,959,650,green
2021-03-11,2018,3133,64816.36,76414.78,934,619,green
2021-03-12,1967,3018,61008.59,71737.03,903,601,green
2021-03-13,1640,1970,37486.61,44631.27,740,502,green
2021-03-14,1103,1530,29235.3,34861.53,549,325,green
2021-03-15,1614,2798,57057.86,67235.89,834,493,green
2021-03-16,1775,2729,53880.54,63670.57,864,492,green
2021-03-17,1854,2963,59030.09,69520.01,907,548,green
2021-03-18,1956,3052,61263.17,72229.08,899,610,green
2021-03-19,2010,3086,62936.69,74269.15,918,633,green
2021-03-20,1893,2167,40785.34,48279.36,815,594,green
2021-03-21,1300,1649,32420.89,38158.95,603,422,green
2021-03-22,1654,2894,60086.43,70230.92,819,563,green
2021-03-23,1711,2851,58971.54,69208.1,828,527,green
2021-03-24,1905,3063,60937.81,72184.75,925,569,green
2021-03-25,1934,3093,64979.96,76097.24,893,635,green
2021-03-26,1986,3058,60952.78,71843.12,873,661,green
