Fecha,Pasajeros por dia,Viajes por dia,Tarifario por dia,Total recaudado por dia,Pago con tarjeta,Pago con efectivo,Tipo de Taxi
2021-03-27,1743,2258,43310.96,51298.42,738,623,green
2021-03-28,1044,1434,28086.23,33438.9,542,330,green
2021-03-29,1566,2766,57646.56,67850.49,766,525,green
2021-03-30,1955,2989,61545.8,72415.88,849,631,green
2021-03-31,2028,3056,60156.0,70881.95,931,620,green
2021-03-31,7,3,40.0,54.71,2,1,green
2021-04-01,2038,3209,64391.1,75971.53,959,691,green
2021-04-02,1984,2846,54788.35,64953.31,884,637,green
2021-04-03,1781,2110,40665.48,47903.74,770,572,green
2021-04-04,1321,1706,35660.24,42072.72,600,400,green
2021-04-05,1712,2925,61674.2,72602.74,840,566,green
2021-04-06,1948,3156,63783.5,74952.86,924,686,green
2021-04-07,2011,3211,65224.1,76396.39,899,681,green
2021-04-08,2275,3390,70134.12,82406.73,988,749,green
2021-04-09,2108,3315,67164.83,79439.53,982,693,green
2021-04-10,1893,2311,46043.23,54001.8,830,630,green
2021-04-11,1190,1479,28111.03,33443.32,556,357,green
2021-04-12,1840,3027,62576.35,73699.39,929,578,green
2021-04-13,1983,3110,65185.51,76445.14,926,619,green
2021-04-14,2194,3335,69489.06,81798.27,1002,678,green
2021-04-15,2055,3262,66377.89,78214.3,997,645,green
2021-04-16,2011,3290,69102.41,81433.71,966,669,green
2021-04-17,1785,2332,45342.98,53817.12,838,615,green
2021-04-18,1411,1802,35142.09,41496.61,702,432,green
2021-04-19,1703,3038,63524.05,74464.53,851,580,green
2021-04-20,1990,3214,69019.63,81158.52,965,618,green
2021-04-21,2112,3314,67509.7,79736.19,1047,629,green
2021-04-22,2254,3331,65549.2,77610.61,1092,700,green
2021-04-23,2149,3340,68065.34,80359.81,996,697,green
2021-04-24,1974,2494,49705.01,58679.02,867,632,green
2021-04-25,1387,1733,34799.97,41316.96,658,379,green
2021-04-26,1870,3239,67816.66,79638.64,990,562,green
2021-04-27,1937,3171,66714.7,78422.27,975,603,green
2021-04-28,2207,3465,70995.99,83547.4,1074,723,green
2021-04-29,2084,3397,71694.24,84396.24,1103,591,green
2021-04-30,2246,3376,70033.52,82814.91,1017,700,green
2021-04-30,4,3,55.0,59.9,2,1,green
2021-05-01,22,8,100.0,127.84,6,2,green
2021-05-01,1928,2474,48725.3,57588.13,909,581,green
2021-05-02,5,1,13.5,17.76,1,0,green
2021-05-02,1465,1984,40997.8,48560.9,730,442,green
2021-05-03,1905,3214,65846.16,77557.85,979,597,green
2021-05-04,1929,3118,64760.67,76346.15,953,588,green
2021-05-05,2043,3239,66399.14,78089.58,1042,597,green
2021-05-06,2175,3480,71858.17,84655.96,1087,691,green
2021-05-07,2290,3428,69973.27,82488.44,1089,722,green
2021-05-08,1892,2432,48072.26,56847.14,906,582,green
2021-05-09,1666,2171,42999.87,50846.56,747,498,green
2021-05-10,1904,3116,65475.42,76906.89,988,621,green
2021-05-11,2014,3160,67411.77,79254.26,1014,636,green
2021-05-12,2184,3261,66173.95,78271.06,1070,632,green
2021-05-13,1590,2478,51527.36,60877.64,871,507,green
2021-05-14,2172,3250,65485.52,77698.57,1033,706,green
2021-05-15,2025,2645,50077.33,59728.340000000004,983,630,green
2021-05-16,1548,2102,41410.86,49163.88,825,441,green
2021-05-17,2059,3046,59889.35,71044.08,1021,643,green
2021-05-18,2098,2991,61254.64,72620.12,1031,609,green
2021-05-19,2394,3247,66100.82,78304.71,1165,725,green
2021-05-20,2359,3238,65505.85,77770.66,1092,730,green
2021-05-21,2453,3197,62785.79,74846.56,1166,732,green
2021-05-22,2290,2770,54150.1,64474.840000000004,1079,704,green
2021-05-23,1714,2155,43096.53,51049.95,818,513,green
2021-05-24,2080,2901,60178.8,71034.28,1030,631,green
2021-05-25,2369,3050,59684.32,70505.84,1172,670,green
2021-05-26,2432,3210,64445.99,76373.14,1187,717,green
2021-05-27,2592,3290,65462.66,77600.54,1231,782,green
2021-05-28,2569,3282,67380.55,79371.43,1188,796,green
2021-05-29,1953,2335,43881.41,51990.0,886,621,green
2021-05-30,1403,1786,35601.3,42037.38,668,430,green
2021-05-31,1712,2123,41103.28,48517.73,860,525,green
2021-05-31,1,1,16.5,23.55,1,0,green
2021-06-01,2394,3079,60835.16,72247.92,1137,763,green
2021-06-02,1,1,19.5,21.3,1,0,green
2021-06-02,2577,3172,62152.83,73506.44,1221,741,green
2021-06-03,2551,3186,62755.71,74793.96,1188,770,green
2021-06-04,2591,3224,64306.02,76736.43000000001,1206,777,green
2021-06-05,2292,2809,54399.82,64173.35,964,820,green
2021-06-06,1721,2043,41309.83,49066.29,804,455,green
2021-06-07,1,1,56.0,57.3,1,0,green
2021-06-07,2183,2952,58200.66,69035.66,1050,732,green
2021-06-08,2191,2906,57525.53,67800.75,1035,728,green
2021-06-09,2476,3107,62179.4,73467.44,1142,789,green
2021-06-09,4,2,86.0,87.6,2,0,green
2021-06-10,2447,3145,62880.32,74748.35,1170,785,green
2021-06-10,6,6,244.5,258.85,6,0,green
2021-06-11,2499,3071,62006.2,73367.25,1153,761,green
2021-06-11,2,2,98.0,106.15,2,0,green
2021-06-12,2285,2674,53553.0,63456.33,1045,647,green
2021-06-13,1687,2073,41797.51,49757.61,818,480,green
2021-06-14,2212,2849,56242.6,66953.19,1058,693,green
2021-06-15,2424,3042,60346.19,71817.32,1155,721,green
2021-06-16,2567,3106,61283.72,73029.77,1161,787,green
2021-06-17,2695,3294,65800.87,78215.16,1261,805,green
2021-06-18,2503,2979,60009.11,71169.17,1077,768,green
2021-06-19,2362,2721,53104.34,62628.33,985,737,green
2021-06-20,1904,2169,42723.34,50917.16,837,548,green
2021-06-21,2127,2844,57112.96,67816.25,1062,668,green
2021-06-22,2294,2893,56671.43,67707.28,1091,700,green
2021-06-23,2634,3114,63022.7,74872.35,1169,772,green
2021-06-24,2582,3201,65824.36,78114.48,1179,829,green
2021-06-25,2640,3279,65263.72,77707.47,1231,866,green
2021-06-26,2373,2823,55003.38,65354.52,1067,746,green
2021-06-27,1863,2261,45641.34,54249.46,883,553,green
2021-06-28,2248,2869,56101.92,66814.98,1063,699,green
2021-06-29,2154,2949,59483.73,70542.25,1100,723,green
2021-06-30,2354,2901,57050.22,67843.85,1105,754,green
2021-07-01,2400,3056,61229.45,72578.08,1083,799,green
2021-07-02,2492,3068,59734.3,70673.95,1146,806,green
2021-07-03,1934,2264,43304.79,51025.3,805,628,green
2021-07-04,1502,1889,40611.2,47816.92,638,492,green
2021-07-05,1650,1957,38202.92,45361.3,803,497,green
2021-07-06,2270,2981,60092.66,71313.05,1083,730,green
2021-07-07,2298,3038,61822.16,73300.99,1088,747,green
2021-07-08,2242,2909,60679.17,71696.48,1025,681,green
2021-07-09,2417,2849,55794.88,66247.83,985,748,green
2021-07-10,2185,2756,56697.71,66882.67,897,722,green
2021-07-11,1566,2043,44137.18,51863.57,720,489,green
2021-07-12,2065,2721,53488.56,63597.88,970,694,green
2021-07-13,2342,2939,59122.76,70001.2,1068,735,green
2021-07-14,2333,3039,60662.17,72204.94,1066,757,green
2021-07-15,2494,3121,62976.87,74945.86,1128,782,green
2021-07-16,2502,3039,61851.59,73803.77,1076,786,green
2021-07-17,2053,2554,51437.46,60948.24,928,647,green
2021-07-18,1728,2045,43157.94,51225.43,768,467,green
2021-07-19,2183,2774,56645.4,67102.91,1032,650,green
2021-07-20,1557,2144,44025.86,52334.33,763,550,green
2021-07-21,2202,2716,55752.86,66385.99,1030,620,green
2021-07-22,2263,2823,59192.48,70351.9,1020,668,green
2021-07-23,2433,3004,63100.29,75058.01,1057,715,green
2021-07-24,2096,2539,51987.71,61607.94,896,681,green
2021-07-25,1553,1927,39479.13,47277.75,718,433,green
2021-07-26,2436,2950,61681.08,73524.7,1036,740,green
2021-07-27,2278,2811,58625.04,69863.4,982,689,green
2021-07-28,2340,2956,60122.35,71862.68000000001,1038,716,green
2021-07-29,2372,3010,61966.34,74005.33,1110,691,green
2021-07-30,2436,3002,61179.36,72778.38,1067,748,green
2021-07-31,2285,2749,56935.43,67422.57,951,718,green
2021-07-31,3,2,45.5,54.74,2,0,green
2021-08-01,2,2,36.0,43.46,1,1,green
2021-08-01,1551,1941,42811.0,50614.44,708,434,green
2021-08-02,2052,2800,56567.93,67356.12,946,705,green
2021-08-03,2206,2845,60118.99,71502.03,1006,660,green
2021-08-04,2301,2931,60469.14,72158.99,1048,715,green
2021-08-05,2450,3040,62075.49,74096.36,1081,755,green
2021-08-06,2300,2908,58760.66,70244.44,1020,714,green
2021-08-07,2058,2682,54290.28,64256.04,903,688,green
2021-08-08,1732,2101,42923.03,51507.16,773,529,green
2021-08-09,2052,2715,55642.86,66436.84,959,698,green
2021-08-10,2287,3015,61850.41,73388.52,1058,784,green
2021-08-11,2378,2937,60266.75,71744.23,1069,693,green
2021-08-12,2309,2923,60424.45,72100.49,1084,694,green
2021-08-13,2565,3091,62572.96,74485.31,1082,786,green
2021-08-14,2247,2594,53593.47,63544.93,953,655,green
2021-08-15,1716,2082,44510.48,52839.71,809,495,green
2021-08-16,1948,2737,57599.45,68402.21,909,583,green
2021-08-17,2039,2787,57766.11,68431.34,989,651,green
2021-08-18,2177,2790,58309.51,69761.72,1013,627,green
2021-08-19,2276,2999,61216.31,72456.47,1087,708,green
2021-08-20,2426,3002,61010.99,73228.02,1071,752,green
2021-08-21,2214,2782,54902.3,65750.69,981,697,green
2021-08-22,900,1099,22325.36,26642.74,399,255,green
2021-08-23,2050,2744,55718.93,66722.68000000001,996,612,green
2021-08-24,2281,2874,60908.45,72280.42,1007,680,green
2021-08-25,2384,2912,59413.1,70953.51,991,775,green
2021-08-26,2278,2939,60923.39,72569.54,1077,663,green
2021-08-27,2348,2950,58880.65,70351.06,1033,727,green
2021-08-28,1960,2421,47960.45,56915.53,915,608,green
2021-08-29,1700,1992,41785.4,49733.3,772,493,green
2021-08-30,2135,2885,58794.18,70476.66,1047,681,green
2021-08-31,2340,2971,63533.04,76226.79,1116,675,green
2021-09-01,2,2,65.5,85.25,2,0,green
2021-09-01,2204,2871,60137.87,72537.46,1084,597,green
2021-09-02,2047,2629,63683.3,75940.27,892,703,green
2021-09-03,2567,3061,66720.33,79606.37,1074,834,green
2021-09-04,2077,2526,56954.42,67727.31,897,636,green
2021-09-05,1736,2091,46685.61,55936.56,795,466,green
2021-09-06,1953,2285,49282.54,59664.42,929,570,green
2021-09-07,2409,3121,67206.0,80403.27,1158,763,green
2021-09-08,2905,3477,73625.32,88199.9,1303,835,green
2021-09-09,3039,3448,77631.92,92511.12,1440,820,green
2021-09-10,2894,3448,78108.3,92799.2,1300,876,green
2021-09-11,2495,3035,66068.28,78115.61,1103,798,green
2021-09-12,2221,2427,53842.65,64337.17,961,598,green
2021-09-13,2632,3156,66475.68,78822.5,1128,877,green
2021-09-14,2757,3304,70242.68,83840.93,1219,845,green
2021-09-15,3031,3501,71770.91,85627.14,1300,934,green
2021-09-16,2800,3359,68308.51,81280.51,1230,839,green
2021-09-17,3140,3704,76159.25,91221.81,1379,985,green
2021-09-18,2788,3281,68197.73,80941.49,1173,862,green
2021-09-19,2240,2613,55314.65,66102.02,1025,629,green
2021-09-20,2879,3408,68135.41,81302.76,1232,991,green
2021-09-21,2905,3377,67750.74,81061.07,1290,869,green
2021-09-22,3051,3608,72844.04,86935.87,1388,950,green
2021-09-23,3280,3792,76100.72,91135.27,1509,960,green
2021-09-24,3401,3878,82269.65,98427.12,1511,992,green
2021-09-25,2902,3365,72837.42,86548.28,1347,837,green
2021-09-26,2139,2593,59519.58,70748.64,1002,585,green
2021-09-27,2973,3273,62636.77,74688.61,1309,992,green
2021-09-28,3115,3597,72484.35,86607.0,1426,949,green
2021-09-29,3355,3675,75280.77,89804.04,1399,994,green
2021-09-30,3226,3799,78475.38,93836.17,1479,973,green
2021-09-30,3,3,44.0,57.52,3,0,green
2021-10-01,5,4,41.5,51.160000000000004,3,1,green
2021-10-01,3354,3896,79355.72,94100.72,1450,1091,green
2021-10-02,3095,3508,71092.31,84145.84,1340,993,green
2021-10-03,2501,2702,55209.73,66061.75,1098,703,green
2021-10-04,3004,3566,71135.47,84821.05,1337,1035,green
2021-10-05,3069,3595,76473.39,90833.56,1463,855,green
2021-10-06,3174,3682,75114.81,89606.75,1469,958,green
2021-10-07,3398,3754,78049.14,92582.22,1474,1003,green
2021-10-08,3524,3960,80628.48,95933.22,1535,1126,green
2021-10-09,2980,3381,67903.84,80945.81,1314,961,green
2021-10-10,2313,2640,53761.17,64079.1,1065,684,green
2021-10-11,2490,3095,63306.04,75033.19,1224,742,green
2021-10-12,3067,3552,71163.24,84675.87,1367,1012,green
2021-10-13,3400,3783,73800.4,88415.03,1547,1024,green
2021-10-14,3506,4003,81251.37,96986.05,1657,1035,green
2021-10-15,3648,4088,82731.69,98385.08,1585,1118,green
2021-10-16,3158,3490,66285.91,79759.87,1469,930,green
2021-10-17,2451,2780,55641.09,66687.25,1144,685,green
2021-10-18,3168,3655,73033.39,87230.24,1407,1007,green
2021-10-19,3105,3723,73714.15,88327.47,1536,915,green
2021-10-20,3260,3836,75420.12,89803.76,1545,1021,green
2021-10-21,3428,4015,79424.51,95042.55,1663,1030,green
2021-10-22,3436,4112,82976.7,99308.68000000001,1670,1023,green
2021-10-23,3046,3515,69749.85,82799.83,1380,925,green
2021-10-24,2457,2957,59028.82,70734.01,1194,723,green
2021-10-25,3188,3676,72186.74,86207.39,1506,1009,green
2021-10-26,2778,3278,62252.24,74538.62,1322,870,green
2021-10-27,3521,3946,77741.69,93223.39,1668,1009,green
2021-10-28,3619,4121,83547.4,99533.06,1692,1123,green
2021-10-29,3568,4131,82928.51,99121.23,1725,1027,green
2021-10-30,2964,3453,70960.64,84695.64,1434,845,green
2021-10-31,2560,2991,62036.13,74053.45,1195,752,green
2021-10-31,3,3,17.5,26.150000000000002,2,1,green
2021-11-01,3375,3818,74814.42,89138.52,1520,1078,green
2021-11-02,2915,3534,70522.68,83739.14,1396,915,green
2021-11-03,3295,3868,77335.88,92424.83,1610,996,green
2021-11-04,3490,4139,81618.31,97590.87,1668,1084,green
2021-11-05,3452,4080,82024.75,97940.74,1652,1059,green
2021-11-06,3108,3615,72340.78,86329.71,1451,993,green
2021-11-07,2290,2596,54472.63,64958.25,1016,720,green
2021-11-08,3202,3735,74797.53,89018.88,1505,1037,green
2021-11-09,3141,3673,74797.54,88913.47,1555,936,green
2021-11-10,3713,4021,79573.08,95173.78,1700,1060,green
2021-11-11,3320,3863,78819.95,93968.79,1671,927,green
2021-11-12,3584,4131,78401.11,94286.47,1721,1114,green
2021-11-13,3,2,32.0,37.42,1,1,green
2021-11-13,3402,3758,73666.29,88139.55,1594,1020,green
2021-11-14,2705,3105,64216.4,76891.92,1317,781,green
2021-11-15,3360,3852,75006.86,89563.22,1543,1056,green
2021-11-16,3345,3828,75592.12,90408.94,1621,991,green
2021-11-17,3321,3855,77383.37,92468.08,1585,1050,green
2021-11-18,3435,4052,81883.5,97470.53,1674,1074,green
2021-11-19,3654,4124,84382.74,100788.35,1744,1045,green
2021-11-20,3300,3741,75230.76,89677.85,1564,993,green
2021-11-21,2777,3138,63911.69,76653.68000000001,1302,798,green
2021-11-22,3238,3819,74265.91,89066.13,1536,1074,green
2021-11-23,3572,4032,79314.71,95197.15,1721,1043,green
2021-11-24,3358,3750,75979.74,90835.97,1516,1084,green
2021-11-25,2117,2601,54446.17,65314.95,987,707,green
2021-11-26,2507,2628,47927.45,57718.73,1180,802,green
2021-11-27,2853,3001,55816.76,66702.65,1310,907,green
2021-11-28,2319,2545,50522.02,60631.13,1171,621,green
2021-11-29,3252,3689,71671.61,85919.11,1506,1059,green
2021-11-30,3044,3631,72587.15,86896.37,1501,942,green
2021-11-30,8,4,36.5,43.86,1,3,green
2021-12-01,1,1,6.5,7.8,0,1,green
2021-12-01,3460,3893,76255.12,91508.52,1576,1121,green
2021-12-02,3599,3944,78172.83,93214.27,1687,1090,green
2021-12-03,3777,4228,84337.8,100965.12,1742,1160,green
2021-12-04,3167,3652,72019.3,86186.31,1535,996,green
2021-12-05,2735,3173,63446.53,76530.41,1323,825,green
2021-12-06,3397,3748,71974.01,86078.25,1509,1168,green
2021-12-07,3359,3743,70444.51,84555.83,1604,1140,green
2021-12-08,3754,3802,69524.5,83766.76,1735,1175,green
2021-12-09,3828,3869,72513.3,87719.24,1873,1131,green
2021-12-10,3821,4004,75551.12,91118.29,1789,1153,green
2021-12-11,3210,3749,73428.85,88097.45,1598,991,green
2021-12-12,2813,3080,61003.67,73120.09,1349,820,green
2021-12-13,3453,3644,68686.97,82714.5,1660,1055,green
2021-12-14,3337,3543,67928.38,81873.09,1637,1018,green
2021-12-15,3566,4051,82153.98,97969.31,1677,1150,green
2021-12-16,3496,3795,74728.31,89784.11,1730,1059,green
2021-12-17,3463,3752,73512.79,88506.83,1629,1115,green
2021-12-18,3077,3221,62979.06,75219.63,1407,987,green
2021-12-19,2337,2711,53585.83,63930.46,1159,741,green
2021-12-20,3352,3396,64756.12,77731.23,1474,1024,green
2021-12-21,2988,3222,62628.54,75236.65,1371,960,green
2021-12-22,3237,3250,63828.88,76308.9,1384,1030,green
2021-12-23,3187,3231,63022.89,75060.78,1403,1035,green
2021-12-24,2328,2452,46944.36,55434.72,1025,900,green
2021-12-25,1274,1434,32414.04,38213.88,543,451,green
2021-12-26,1692,1930,40053.07,47049.64,752,566,green
2021-12-27,2416,2173,36129.76,43424.99,1067,863,green
2021-12-28,2545,2245,39364.18,47391.23,1183,809,green
2021-12-29,2687,2324,39600.44,48213.85,1219,828,green
2021-12-30,2803,2492,44464.51,53698.42,1272,919,green
2021-12-31,2470,2204,38444.85,46027.43,1042,879,green
2019-01-01,319685,189432,2598771.65,3211108.32,385,115844,yellow
2019-01-02,317405,198737,2681899.78,3351984.7600000002,871,126681,yellow
2019-01-03,350975,223965,2848483.05,3578111.72,1070,148233,yellow
2019-01-04,373020,236089,2948752.26,3699512.52,1028,158690,yellow
2019-01-05,390130,236506,2716886.57,3381144.5100000002,456,159856,yellow
2019-01-06,339393,208823,2601780.23,3244994.04,626,143385,yellow
2019-01-07,350143,228816,2880233.1,3643272.79,1058,161514,yellow
2019-01-08,362415,237310,2946669.89,3736089.33,1148,170450,yellow
2019-01-09,389511,255868,3170302.91,4022395.4,1194,185715,yellow
2019-01-10,431238,281863,3511332.49,4462998.8,1223,205823,yellow
2019-01-11,452172,291714,4263643.41,5250945.39,1116,211318,yellow
2019-01-12,430449,265115,3115740.75,3889533.8,551,187319,yellow
2019-01-13,365611,227502,2770739.87,3481399.9,578,163316,yellow
2019-01-14,375237,245082,3137034.59,3983683.96,994,178805,yellow
2019-01-15,406969,267370,3323684.33,4244788.44,1231,196878,yellow
2019-01-16,415132,272699,3443024.35,4393662.45,1287,200544,yellow
2019-01-17,431872,284580,3601193.65,4589741.61,1175,209379,yellow
2019-01-18,412966,266848,3364099.77,4290535.72,1076,192806,yellow
2019-01-19,385468,236365,2727600.48,3394270.2,571,161106,yellow
2019-01-20,1,1,1.5,2.3,0,0,yellow
2019-01-20,331618,203114,2298796.32,2875068.48,381,138746,yellow
2019-01-21,303402,192826,2334941.5,2947586.9,449,135541,yellow
2019-01-22,387197,255178,3214446.72,4099375.5100000002,1178,186872,yellow
2019-01-23,397775,261151,3679880.7399999998,4581537.72,1202,192035,yellow
2019-01-24,430678,281959,3572523.74,4545488.61,1136,208456,yellow
2019-01-25,453189,292499,3682589.58,4686430.39,1204,212293,yellow
2019-01-26,442950,271993,3183537.23,3963217.44,594,190357,yellow
2019-01-27,353532,220451,2808082.72,3514364.59,679,155920,yellow
2019-01-28,365045,241040,3001384.0,3828187.65,1118,174643,yellow
2019-01-28,3,3,0.03,2.78,0,1,yellow
2019-01-29,394715,259786,3169181.53,4043289.84,1224,192759,yellow
2019-01-30,1,1,0.0,0.0,0,0,yellow
2019-01-30,422177,276774,3304725.7,4226932.34,982,206717,yellow
2019-01-31,432828,284625,3526188.13,4517258.7,887,213977,yellow
2019-01-31,574,305,4141.0,5212.6900000000005,0,225,yellow
2019-02-01,461866,299198,3699818.16,4739500.8,1162,217817,yellow
2019-02-01,107,63,759.6,1000.5,0,47,yellow
2019-02-02,432793,267300,3112255.15,4418061.61,655,190128,yellow
2019-02-02,3,3,23.5,30.07,0,3,yellow
2019-02-03,356365,221420,2783673.19,4032526.31,756,161717,yellow
2019-02-04,357682,233784,3035286.16,4454307.67,1176,171336,yellow
2019-02-04,2,2,26.5,35.36,0,2,yellow
2019-02-05,388442,253675,3223296.63,4757209.74,1349,189665,yellow
2019-02-06,427055,278326,3520343.78,5213040.17,1297,210628,yellow
2019-02-07,424154,276277,3619860.14,5326572.96,1355,209950,yellow
2019-02-08,450042,289576,3745921.15,5501200.0600000005,1302,215309,yellow
2019-02-09,454375,277153,3301914.8,4819053.13,711,198724,yellow
2019-02-10,358041,221805,2839802.31,4113304.54,732,160406,yellow
2019-02-11,360127,236660,3079821.5,4524303.59,1213,175031,yellow
2019-02-12,367834,238094,2807176.03,4205917.5200000005,947,180091,yellow
2019-02-13,410947,268810,3607075.93,5257731.42,1292,203772,yellow
2019-02-13,2,1,35.5,49.3,0,1,yellow
2019-02-14,418029,272187,3581615.34,5241324.3,1321,203573,yellow
2019-02-15,400863,257431,3454577.39,5023740.04,1347,187561,yellow
2019-02-16,394370,240557,2928075.47,4243246.07,651,165895,yellow
2019-02-17,348911,212622,2654686.94,3831590.84,724,146494,yellow
2019-02-18,307000,193460,2511811.65,3646603.5100000002,563,137973,yellow
2019-02-19,6,6,564.51,581.31,0,1,yellow
2019-02-19,363352,235883,3145879.72,4599299.67,1321,172851,yellow
2019-02-20,374173,241835,3027312.85,4471964.11,1043,179999,yellow
2019-02-20,41,41,943.01,1078.92,0,10,yellow
2019-02-21,391135,253497,3413476.8,4982985.14,1203,189066,yellow
2019-02-21,3,3,81.5,94.16,0,1,yellow
2019-02-22,414334,264527,3443537.31,5038235.03,1222,194275,yellow
2019-02-23,1,1,21.5,23.3,0,1,yellow
2019-02-23,416104,253543,3093200.29,4488395.2,727,181026,yellow
2019-02-24,338949,208959,2713536.7,3920539.69,675,151187,yellow
2019-02-25,2,2,19.0,28.05,0,2,yellow
2019-02-25,360293,235334,3732056.58,5161128.98,1239,174077,yellow
2019-02-26,403598,263782,3404704.43,5008664.71,1359,198187,yellow
2019-02-27,416009,271820,3550323.33,5216972.86,1328,205497,yellow
2019-02-28,521,312,4766.5,6832.06,0,237,yellow
2019-02-28,431948,281229,3758347.97,5498834.09,993,212312,yellow
2019-03-01,97,49,959.0,1301.87,0,37,yellow
2019-03-01,13,7,100.7,134.77,0,5,yellow
2019-03-01,441016,282409,3680516.3,5382137.32,1266,208226,yellow
2019-03-02,412927,252181,3035942.64,4420255.47,666,179559,yellow
2019-03-03,54,9,70.0,113.85000000000001,0,8,yellow
2019-03-03,359774,222455,2819668.76,4078466.82,617,158285,yellow
2019-03-04,18,3,16.5,27.4,0,0,yellow
2019-03-04,322960,208760,2680401.35,3954315.1,718,151502,yellow
2019-03-05,413287,269066,3491981.05,5126094.37,1213,199976,yellow
2019-03-06,18,3,49.5,71.17,0,1,yellow
2019-03-06,440276,286294,3722399.95,5474076.62,1052,214688,yellow
2019-03-07,449249,292402,3866365.25,5666104.01,1285,219884,yellow
2019-03-07,18,3,16.5,26.400000000000002,0,0,yellow
2019-03-08,444839,285949,3943757.11,5683079.48,1088,211345,yellow
2019-03-09,448021,271784,3390834.22,4900004.9,546,193393,yellow
2019-03-09,24,4,53.5,75.53,0,3,yellow
2019-03-10,60,10,74.5,118.27,0,6,yellow
2019-03-10,371517,229004,2945664.9,4253870.94,610,161969,yellow
2019-03-11,363001,236522,3160009.87,4615024.72,1052,171264,yellow
2019-03-11,18,3,21.0,37.08,0,3,yellow
2019-03-12,411641,268108,3460064.89,5091502.64,1171,198844,yellow
2019-03-13,415636,271747,3585263.89,5260795.07,1357,203426,yellow
2019-03-13,2,2,20.0,32.760000000000005,0,2,yellow
2019-03-14,428936,280567,3793793.93,5536479.67,1434,209188,yellow
2019-03-15,445189,285663,4727571.44,6607638.83,1165,208011,yellow
2019-03-16,444478,270547,3517768.92,5047207.7700000005,720,189448,yellow
2019-03-16,10,5,33.5,59.7,0,5,yellow
2019-03-17,366152,225801,3060092.86,4374944.98,829,158015,yellow
2019-03-17,2,2,16.5,21.68,0,1,yellow
2019-03-18,342291,223149,3005264.74,4374777.18,1225,159385,yellow
2019-03-18,5,5,56.0,77.85,0,3,yellow
2019-03-19,367334,239390,3174191.41,4641444.5,1391,175671,yellow
2019-03-19,3,3,23.5,33.82,0,3,yellow
2019-03-20,385634,251355,3364600.65,4929154.55,1285,186283,yellow
2019-03-21,4,4,44.0,65.42,0,3,yellow
2019-03-21,423848,275227,3703179.28,5411971.62,1172,205296,yellow
2019-03-22,423017,272647,3721694.85,5376161.69,1210,198553,yellow
2019-03-23,418541,255369,3193387.61,4620009.13,835,178716,yellow
2019-03-24,12,2,17.5,29.240000000000002,0,2,yellow
2019-03-24,340277,209991,2911592.95,4151092.93,905,147887,yellow
2019-03-25,30,5,56.0,83.48,0,3,yellow
2019-03-25,326938,213061,2904319.66,4220740.97,1379,153297,yellow
2019-03-26,12,2,16.0,25.560000000000002,0,1,yellow
2019-03-26,369086,241293,3207426.54,4683466.14,1432,178212,yellow
2019-03-27,386121,252027,3389652.06,4948742.48,1419,186634,yellow
2019-03-28,401666,261555,3562629.83,5186567.86,1399,193647,yellow
2019-03-28,24,4,44.5,60.36,0,2,yellow
2019-03-29,400399,257890,3462743.18,5030457.74,1242,187085,yellow
2019-03-30,411408,250539,3220492.53,4623036.11,858,175241,yellow
2019-03-30,24,4,29.0,46.85,0,4,yellow
2019-03-31,249,154,2672.5,3717.51,0,105,yellow
2019-03-31,361826,223358,2941243.93,4231919.64,933,158522,yellow
2019-03-31,42,7,62.0,99.31,0,5,yellow
2019-04-01,30,5,36.5,57.540000000000006,0,4,yellow
2019-04-01,356864,234376,3152348.53,4594962.89,1502,170545,yellow
2019-04-01,69,53,797.0,1144.38,0,31,yellow
2019-04-02,395568,258809,3400087.36,4992863.84,1392,192682,yellow
2019-04-02,10,10,144.0,219.51,0,6,yellow
2019-04-03,402855,265134,3555487.83,5197174.74,1500,197356,yellow
2019-04-03,2,2,16.5,25.46,0,1,yellow
2019-04-04,426504,278632,3828326.11,5566132.51,1539,207127,yellow
2019-04-05,455867,293969,3910710.05,5699100.23,1371,215624,yellow
2019-04-06,2,1,5.5,10.56,0,1,yellow
2019-04-06,429847,261612,3315476.11,4770841.7,868,183333,yellow
2019-04-07,361282,224139,3076967.17,4392630.58,1070,157733,yellow
2019-04-07,1,1,23.0,24.3,0,0,yellow
2019-04-08,352339,230319,3109529.99,4537135.99,1512,165945,yellow
2019-04-09,2,2,21.5,27.560000000000002,0,1,yellow
2019-04-09,399703,261942,3391227.22,4993853.29,1559,194044,yellow
2019-04-09,2,2,18.5,28.6,0,1,yellow
2019-04-10,400491,262869,3505294.28,5139846.42,1537,194635,yellow
2019-04-11,3,3,19.0,35.06,0,2,yellow
2019-04-11,4,4,31.5,49.21,0,2,yellow
2019-04-11,421157,275971,3717942.8,5442756.5200000005,1557,205256,yellow
2019-04-12,436176,281308,3709961.89,5433018.65,1253,204885,yellow
2019-04-12,2,2,56.5,86.88,0,2,yellow
2019-04-13,430553,263597,3351483.82,4819153.6,787,182300,yellow
2019-04-14,12,2,33.0,48.42,0,2,yellow
2019-04-14,367790,225143,2987471.65,4286080.22,759,156738,yellow
2019-04-14,7,6,84.5,130.57999999999998,0,4,yellow
2019-04-15,386509,248457,3274001.59,4788280.09,1136,178103,yellow
