Date,Viajes por dia,Pasajeros por dia,Distancia(millas),Tarifario por dia($USD),travel_tday_bgh,borough,Total recaudado por dia($USD),Pago con tarjeta,Pago con efectivo,Tipo de taxi
2019-01-01,612,903.0,3715.41,12876.07,7 days 18:38:14,Bronx,14358.8,69671304,43204752,yellow
2019-01-01,4328,6965.0,20577.37,77198.05,62 days 08:46:43,Brooklyn,91457.79,492708176,305539488,yellow
2019-01-01,22,42.0,128.4,1543.0,1 days 23:13:13,EWR,1786.51,2504524,1553112,yellow
2019-01-01,164495,278552.0,449105.73,1884413.26,1910 days 17:40:53,Manhattan,2328161.62,18726439790,11612689020,yellow
2019-01-01,16657,27893.0,187486.37,564733.59,318 days 20:02:38,Queens,705048.18,1896266194,1175917572,yellow
2019-01-01,15,16.0,238.04,957.0600000000001,0 days 06:34:08,Staten Island,1057.64,1707630,1058940,yellow
2019-01-02,2539,3525.0,13179.81,50759.06,41 days 10:15:30,Brooklyn,57592.8,315686565,173850408,yellow
2019-01-02,26,38.0,66.73,1539.0,0 days 01:20:29,EWR,1754.6299999999999,3232710,1780272,yellow
2019-01-02,174097,278905.0,407392.0,1859557.45,1779 days 13:21:52,Manhattan,2338685.66,21646350495,11920769784,yellow
2019-01-02,533,574.0,3829.58,14457.68,8 days 00:33:16,Bronx,16127.5,66270555,36495576,yellow
2019-01-02,8,10.0,111.37,444.5,0 days 03:29:01,Staten Island,526.62,994680,547776,yellow
2019-01-02,17747,28982.0,209099.47,640169.83,414 days 18:11:55,Queens,809473.2,2206573245,1215172584,yellow
2019-01-03,659,740.0,4906.08,17381.62,10 days 16:54:08,Bronx,19380.21,95879887,47318177,yellow
2019-01-03,2926,3939.0,15685.66,59595.23,44 days 22:28:28,Brooklyn,68300.25,425712518,210095578,yellow
2019-01-03,11,18.0,1.37,756.0,0 days 00:06:48,EWR,891.97,1600423,789833,yellow
2019-01-03,199959,314420.0,453536.82,2128901.33,2168 days 19:00:44,Manhattan,2687313.36,29092634787,14357656077,yellow
2019-01-03,16182,26113.0,185856.45,575757.07,393 days 22:52:40,Queens,721880.66,2354367726,1161916146,yellow
2019-01-03,12,10.0,173.52,519.29,0 days 06:19:40,Staten Island,623.49,1745916,861636,yellow
2019-01-04,19,18.0,315.7,1023.86,0 days 12:43:03,Staten Island,1262.04,2957369,1394144,yellow
2019-01-04,14361,22886.0,160666.79,496471.47,321 days 12:28:18,Queens,619130.89,2235304011,1053752736,yellow
2019-01-04,2930,4024.0,14810.79,57030.340000000004,45 days 14:57:59,Brooklyn,65207.88,456057430,214991680,yellow
2019-01-04,17,32.0,0.17,1721.6,0 days 00:04:44,EWR,2015.56,2646067,1247392,yellow
2019-01-04,665,763.0,4900.01,17552.420000000002,10 days 16:07:06,Bronx,19580.420000000002,103507915,48795040,yellow
2019-01-04,213507,338755.0,479624.74,2254580.66,2263 days 00:09:28,Manhattan,2857180.2600000002,33232578057,15666289632,yellow
2019-01-05,7,10.0,84.84,248.0,0 days 03:19:25,Staten Island,285.48,1101135,514360,yellow
2019-01-05,12236,19784.0,137734.0,420815.69,266 days 13:07:50,Queens,520286.32,1924783980,899101280,yellow
2019-01-05,217358,359628.0,473641.95,2189340.73,2259 days 18:37:26,Manhattan,2733576.46,34191500190,15971465840,yellow
2019-01-05,2515,3739.0,9848.85,39102.78,31 days 15:25:29,Brooklyn,45950.81,395622075,184802200,yellow
2019-01-05,465,594.0,3048.98,11033.41,7 days 20:45:46,Bronx,12319.0,73146825,34168200,yellow
2019-01-05,22,41.0,96.49,1971.59,0 days 23:50:26,EWR,2311.91,3460710,1616560,yellow
2019-01-06,15674,24781.0,181761.57,554203.98,346 days 17:46:37,Queens,695219.57,2208921146,977853838,yellow
2019-01-06,7,7.0,89.67,491.21000000000004,0 days 03:44:21,Staten Island,520.84,986503,436709,yellow
2019-01-06,2869,4122.0,12919.82,49537.36,38 days 03:38:17,Brooklyn,56994.9,404325301,178988303,yellow
2019-01-06,185955,304319.0,437892.34,1928975.47,1785 days 01:01:37,Manhattan,2410122.2800000003,26206452195,11601174585,yellow
2019-01-06,652,784.0,4233.2,15084.45,8 days 01:39:00,Bronx,16685.3,91885708,40676324,yellow
2019-01-06,19,29.0,50.71,1215.8,0 days 00:37:01,EWR,1449.09,2677651,1185353,yellow
2019-01-07,2635,3509.0,14020.8,54355.95,43 days 04:24:43,Brooklyn,62212.64,416522355,166932520,yellow
2019-01-07,7,12.0,0.0,457.56,0 days 00:05:02,EWR,758.52,1106511,443464,yellow
2019-01-07,204476,313795.0,445568.54,2107021.33,1986 days 05:23:37,Manhattan,2689484.12,32322134748,12953963552,yellow
2019-01-07,16072,25358.0,184006.42,572497.73,377 days 15:59:36,Queens,726424.74,2540549256,1018193344,yellow
2019-01-07,11,12.0,159.57,573.5,0 days 05:18:46,Staten Island,683.55,1738803,696872,yellow
2019-01-07,585,738.0,4260.44,15537.99,11 days 01:17:05,Bronx,17287.72,92472705,37060920,yellow
2019-01-08,625,741.0,5073.31,18597.16,12 days 19:32:37,Bronx,20738.32,104809375,39617500,yellow
2019-01-08,8,8.0,18.7,760.5,0 days 00:03:00,EWR,876.61,1341560,507104,yellow
2019-01-08,215465,330264.0,474480.26,2277374.41,2232 days 17:14:16,Manhattan,2905419.62,36132403175,13657895420,yellow
2019-01-08,14468,22599.0,162334.26,507258.96,349 days 18:40:39,Queens,644847.83,2426211260,917097584,yellow
2019-01-08,2830,3787.0,14563.74,56251.76,45 days 22:28:54,Brooklyn,64430.49,474576850,179388040,yellow
2019-01-08,10,10.0,156.66,503.87,0 days 06:47:37,Staten Island,595.2,1676950,633880,yellow
2019-01-09,635,738.0,5031.56,18056.87,11 days 22:33:07,Bronx,20067.69,115864005,42129075,yellow
2019-01-09,10,7.0,152.51,450.78999999999996,1 days 05:57:57,Staten Island,652.4399999999999,1824630,663450,yellow
2019-01-09,3169,4202.0,16034.64,62707.58,53 days 02:38:51,Brooklyn,71829.84,578225247,210247305,yellow
2019-01-09,14520,22374.0,162474.93,507174.45,341 days 14:17:10,Queens,641586.55,2649362760,963329400,yellow
2019-01-09,18,24.0,47.910000000000004,1077.27,0 days 00:49:41,EWR,1291.47,3284334,1194210,yellow
2019-01-09,232930,356065.0,514396.59,2484596.9,2471 days 11:32:46,Manhattan,3174497.31,42501106590,15453740850,yellow
2019-01-10,3336,4403.0,16475.51,65225.3,50 days 00:54:14,Brooklyn,75300.01,671660232,239137824,yellow
2019-01-10,9,13.0,38.339999999999996,586.0,0 days 00:39:29,EWR,755.41,1812033,645156,yellow
2019-01-10,255799,393549.0,559513.63,2751004.6,2795 days 16:30:29,Manhattan,3518352.52,51501803263,18336695516,yellow
2019-01-10,15803,24277.0,179734.8,558901.56,397 days 15:09:51,Queens,709317.94,3181728611,1132822252,yellow
2019-01-10,11,9.0,195.43,666.36,0 days 09:23:35,Staten Island,769.52,2214707,788524,yellow
2019-01-10,642,734.0,4944.92,17876.81,13 days 17:16:43,Bronx,19837.16,129258354,46021128,yellow
2019-01-11,24,23.0,246.45,805.34,0 days 10:45:22,Staten Island,1005.84,4959288,1817256,yellow
2019-01-11,264241,411942.0,569474.76,3464729.67,2972 days 06:46:24,Manhattan,4252069.8100000005,54601967517,20008064279,yellow
2019-01-11,16,27.0,116.53999999999999,1007.0,0 days 00:17:27,EWR,1240.59,3306192,1211504,yellow
2019-01-11,655,753.0,4942.88,17597.49,13 days 20:05:48,Bronx,19791.82,135347235,49595945,yellow
2019-01-11,16736,26167.0,192076.97,598319.47,420 days 03:12:55,Queens,763379.59,3458276832,1267233184,yellow
2019-01-11,3386,4513.0,16282.09,64789.15,55 days 01:32:26,Brooklyn,74903.2,699672882,256384534,yellow
2019-01-12,505,699.0,3567.38,12620.9,7 days 14:23:33,Bronx,13947.09,92416010,37288695,yellow
2019-01-12,3045,4505.0,12430.14,48763.48,42 days 04:22:37,Brooklyn,57353.53,557241090,224839755,yellow
2019-01-12,8,8.0,19.2,630.56,0 days 00:12:54,EWR,852.06,1464016,590712,yellow
2019-01-12,242356,395716.0,524038.05,2518285.4,2617 days 13:52:08,Manhattan,3147814.82,44351632712,17895324684,yellow
2019-01-12,12986,20314.0,148776.47,454670.45,283 days 12:26:12,Queens,569769.79,2376463972,958873254,yellow
2019-01-12,7,9.0,105.75,304.1,0 days 04:01:32,Staten Island,359.36,1281014,516873,yellow
2019-01-13,7,8.0,85.19,348.5,0 days 03:10:05,Staten Island,372.48,1116192,425453,yellow
2019-01-13,202897,328985.0,461185.13,2070942.1,1982 days 04:29:38,Manhattan,2604941.64,32353144032,12331876763,yellow
2019-01-13,14,23.0,5.0,1068.7,0 days 00:07:02,EWR,1204.24,2232384,850906,yellow
2019-01-13,15763,24258.0,183368.09,563946.54,321 days 23:01:45,Queens,712845.86,2513504928,958059377,yellow
2019-01-13,2875,4194.0,12621.24,47897.62,37 days 12:40:02,Brooklyn,55619.18,458436000,174739625,yellow
2019-01-13,540,676.0,3290.6,12105.75,7 days 04:06:50,Bronx,13470.97,86106240,32820660,yellow
2019-01-14,642,748.0,4690.46,17449.79,11 days 17:25:36,Bronx,19467.66,112038630,39927264,yellow
2019-01-14,2646,3609.0,13257.5,51753.05,37 days 16:48:51,Brooklyn,59689.96,461766690,164560032,yellow
2019-01-14,8,13.0,0.63,886.7,0 days 00:03:15,EWR,1041.06,1396120,497536,yellow
2019-01-14,218939,336887.0,471857.36,2304965.58,2260 days 18:09:17,Manhattan,2950785.07,38208139585,13616254288,yellow
2019-01-14,16762,25918.0,192040.67,602589.79,404 days 17:16:54,Queens,772533.26,2925220430,1042462304,yellow
2019-01-14,12,13.0,140.04999999999998,428.08,0 days 06:27:23,Staten Island,520.29,2094180,746304,yellow
2019-01-15,13,10.0,194.25,704.16,0 days 05:49:51,Staten Island,792.4300000000001,2503956,862121,yellow
2019-01-15,20,32.0,47.07999999999999,1607.86,0 days 00:09:11,EWR,2080.89,3852240,1326340,yellow
2019-01-15,242473,371282.0,541564.97,2626704.24,2567 days 02:49:25,Manhattan,3367122.32,46703209476,16080081941,yellow
2019-01-15,2979,4007.0,15671.09,60320.94,46 days 04:09:21,Brooklyn,69405.78,573791148,197558343,yellow
2019-01-15,604,685.0,4915.03,17565.33,12 days 02:14:39,Bronx,19556.43,116337648,40055468,yellow
2019-01-15,15326,23484.0,168363.43,538912.0,372 days 01:43:52,Queens,687818.09,2951971512,1016374342,yellow
2019-01-16,9,11.0,89.09,450.52,0 days 03:36:30,Staten Island,525.76,1766349,609705,yellow
2019-01-16,3293,4581.0,15882.67,62157.62,51 days 18:59:26,Brooklyn,71828.12,646287473,223084285,yellow
2019-01-16,247376,378314.0,567645.53,2738900.79,2720 days 20:20:16,Manhattan,3506608.65,48550261136,16758487120,yellow
2019-01-16,20,28.0,3.96,1450.38,0 days 00:22:37,EWR,1789.53,3925220,1354900,yellow
2019-01-16,685,776.0,5005.58,18215.16,14 days 00:16:33,Bronx,20383.83,134438785,46405325,yellow
2019-01-16,15333,23441.0,169176.31,542304.07,370 days 05:39:43,Queens,692317.27,3009269913,1038734085,yellow
2019-01-17,639,742.0,4785.33,18027.7,11 days 21:05:37,Bronx,20265.08,130692114,45174744,yellow
2019-01-17,15986,24566.0,174876.65,558383.97,399 days 02:47:44,Queens,711275.44,3269552636,1130146256,yellow
2019-01-17,3364,4626.0,16569.33,66036.35,54 days 09:02:51,Brooklyn,76057.56,688025464,237821344,yellow
2019-01-17,10,11.0,46.0,700.35,0 days 00:53:36,EWR,846.7099999999999,2045260,706960,yellow
2019-01-17,257878,393240.0,583817.47,2870158.21,2930 days 14:20:33,Manhattan,3670147.5100000002,52742755828,18230943088,yellow
2019-01-17,14,13.0,185.11,717.86,0 days 10:01:54,Staten Island,859.0699999999999,2863364,989744,yellow
2019-01-18,624,732.0,4577.37,16622.23,12 days 02:32:26,Bronx,18575.8,118033344,43754880,yellow
2019-01-18,3256,4551.0,15703.03,62056.63,51 days 22:41:12,Brooklyn,75386.57,615891936,228310720,yellow
2019-01-18,16503,25877.0,183587.52,584516.42,427 days 01:27:11,Queens,742213.7,3121641468,1157190360,yellow
2019-01-18,11,10.0,123.85,439.39,0 days 04:10:57,Staten Island,513.06,2080716,771320,yellow
2019-01-18,241352,374914.0,551348.53,2627595.12,2659 days 08:57:14,Manhattan,3362762.2800000003,45653178912,16923602240,yellow
2019-01-18,17,22.0,1.14,1133.01,0 days 00:09:49,EWR,1391.94,3215652,1192040,yellow
2019-01-19,486,570.0,3402.42,11966.19,7 days 07:59:13,Bronx,13339.63,76795776,34882164,yellow
2019-01-19,2813,4301.0,11642.32,45050.94,34 days 01:12:29,Brooklyn,52660.94,444499008,201900262,yellow
2019-01-19,14,28.0,31.119999999999997,1085.89,0 days 00:12:49,EWR,1558.71,2212224,1004836,yellow
2019-01-19,217957,357341.0,478972.24,2255129.81,2278 days 06:19:33,Manhattan,2817829.81,34440693312,15643645718,yellow
2019-01-19,10551,16525.0,114122.97,354077.12,214 days 15:48:39,Queens,434639.6,1667226816,757287474,yellow
2019-01-19,9,13.0,33.84,173.51,0 days 01:46:37,Staten Island,219.92,1422144,645966,yellow
2019-01-20,14,19.0,0.2,994.01,0 days 00:06:23,EWR,1139.8999999999999,1906044,862008,yellow
2019-01-20,2328,3362.0,9090.97,35587.92,28 days 00:49:36,Brooklyn,41642.73,316947888,143339616,yellow
2019-01-20,392,451.0,2557.2,9843.47,5 days 12:56:51,Bronx,10872.24,53369232,24136224,yellow
2019-01-20,14,15.0,178.35999999999999,814.3199999999999,0 days 05:34:50,Staten Island,1026.44,1906044,862008,yellow
2019-01-20,184834,303782.0,405949.08,1800824.59,1765 days 21:23:11,Manhattan,2264413.0300000003,25164409764,11380599048,yellow
2019-01-20,11678,18207.0,130273.59,395843.17,213 days 05:39:09,Queens,488880.84,1589912988,719037816,yellow
2019-01-21,313,407.0,2347.51,7688.4,4 days 23:59:18,Bronx,8657.14,41343544,16954897,yellow
2019-01-21,8,11.0,151.35,501.5,0 days 03:55:24,Staten Island,587.66,1056704,433352,yellow
2019-01-21,17127,27010.0,204408.18,615336.6,373 days 17:19:22,Queens,781222.54,2262271176,927752463,yellow
2019-01-21,168662,266862.0,356969.26,1615526.05,1484 days 13:43:23,Manhattan,2039864.92,22278226256,9136251878,yellow
2019-01-21,10,25.0,0.01,814.72,0 days 00:09:40,EWR,919.45,1320880,541690,yellow
2019-01-21,1642,2347.0,7521.95,28494.0,17 days 07:31:07,Brooklyn,32845.79,216888496,88945498,yellow
2019-01-22,13,17.0,94.61,1181.5,0 days 00:43:04,EWR,1335.56,2367898,831012,yellow
2019-01-22,227060,346066.0,484901.5,2404080.3,2384 days 14:03:49,Manhattan,3072509.7600000002,41358070760,14514583440,yellow
2019-01-22,2689,3569.0,13853.41,53875.42,42 days 19:57:32,Brooklyn,62107.9,489790594,171891636,yellow
2019-01-22,582,631.0,4603.68,16710.03,13 days 03:07:54,Bronx,18699.19,106008972,37203768,yellow
2019-01-22,18285,28449.0,207846.59,653517.25,452 days 21:17:28,Queens,836966.99,3330539610,1168850340,yellow
2019-01-22,13,11.0,129.73000000000002,493.44,0 days 07:14:21,Staten Island,600.02,2367898,831012,yellow
2019-01-23,2995,3997.0,15512.67,59893.86,46 days 13:27:52,Brooklyn,68852.42,562976140,194731905,yellow
2019-01-23,9,13.0,0.33,611.0,0 days 00:08:22,EWR,951.47,1691748,585171,yellow
2019-01-23,236756,361983.0,527363.89,2991802.65,2629 days 23:50:22,Manhattan,3715686.1,44503498832,15393638364,yellow
2019-01-23,15219,23385.0,169737.72,535327.25,362 days 07:37:45,Queens,682599.07,2860745868,989524161,yellow
2019-01-23,9,9.0,102.62,308.0,0 days 04:04:09,Staten Island,371.52,1691748,585171,yellow
2019-01-23,577,671.0,4172.31,15529.26,10 days 17:32:10,Bronx,17203.07,108459844,37515963,yellow
2019-01-24,15762,24044.0,175434.81,556461.85,404 days 17:32:36,Queens,705553.77,3237861564,1097366202,yellow
2019-01-24,13,15.0,164.9,584.22,0 days 08:09:04,Staten Island,682.73,2670486,905073,yellow
2019-01-24,258028,395075.0,561528.76,2876652.85,2969 days 23:27:37,Manhattan,3672510.73,53004627816,17964167388,yellow
2019-01-24,10,10.0,50.81,803.5,0 days 00:09:05,EWR,998.75,2054220,696210,yellow
2019-01-24,3218,4363.0,14843.17,59249.18,51 days 21:04:00,Brooklyn,68944.71,661047996,224040378,yellow
2019-01-24,613,804.0,4573.02,16991.38,13 days 18:54:33,Bronx,19021.3,125923686,42677673,yellow
2019-01-25,10,11.0,134.17,398.48,0 days 05:17:49,Staten Island,491.29999999999995,2081470,756320,yellow
2019-01-25,16605,25574.0,186543.29,587590.68,416 days 07:09:02,Queens,745454.09,3456280935,1255869360,yellow
2019-01-25,265794,414097.0,593643.63,2926296.54,2972 days 07:24:25,Manhattan,3737621.85,55324223718,20102531808,yellow
2019-01-25,24,28.0,137.73,1684.8,0 days 00:17:11,EWR,2037.3,4995528,1815168,yellow
2019-01-25,3520,4859.0,17003.99,67678.09,57 days 08:53:40,Brooklyn,78624.36,732677440,266224640,yellow
2019-01-25,722,910.0,4860.6,18717.75,12 days 20:39:47,Bronx,20841.71,150282134,54606304,yellow
2019-01-26,249825,409413.0,547066.88,2640839.88,2739 days 09:15:41,Manhattan,3297940.89,46436471700,19349695725,yellow
2019-01-26,11,24.0,33.49,1020.0,0 days 00:10:22,EWR,1149.94,2044636,851983,yellow
2019-01-26,3231,4751.0,13350.94,52631.99,43 days 19:13:10,Brooklyn,62200.93,600565356,250250643,yellow
2019-01-26,472,624.0,2837.78,10700.19,5 days 21:34:05,Bronx,12136.630000000001,87733472,36557816,yellow
2019-01-26,17,27.0,158.12,488.15,0 days 05:43:19,Staten Island,553.03,3159892,1316701,yellow
2019-01-26,11938,18577.0,126386.44,395214.63,252 days 00:12:00,Queens,487403.89,2218987688,924633914,yellow
2019-01-27,3027,4456.0,13363.1,51548.98,40 days 19:26:47,Brooklyn,60109.12,463043217,185521803,yellow
2019-01-27,15,24.0,116.67,533.0,0 days 04:23:45,Staten Island,608.88,2294565,919335,yellow
2019-01-27,196521,317701.0,472789.95,2111957.69,2079 days 22:01:33,Manhattan,2645867.71,30062013891,12044575569,yellow
2019-01-27,21,30.0,34.6,1671.0,0 days 00:58:44,EWR,2179.67,3212391,1287069,yellow
2019-01-27,528,628.0,3603.37,13226.49,6 days 15:47:36,Bronx,14635.59,80768688,32360592,yellow
2019-01-27,16138,24719.0,184832.59,566939.61,364 days 00:18:21,Queens,714818.16,2468645998,989081882,yellow
2019-01-28,3,3.0,0.0,0.03,0 days 00:12:49,Queens,2.78,3,6,yellow
2019-01-28,6,7.0,16.52,551.0,0 days 00:02:42,EWR,610.16,1023384,374478,yellow
2019-01-28,215352,327832.0,470336.83,2254925.91,2159 days 14:46:55,Manhattan,2884024.83,36731298528,13440764376,yellow
2019-01-28,632,705.0,4599.23,16576.62,12 days 09:58:19,Bronx,18615.04,107796448,39445016,yellow
2019-01-28,16760,25481.0,190606.26,597113.26,410 days 14:35:44,Queens,764573.44,2858652640,1046041880,yellow
2019-01-28,12,16.0,159.38,545.5,0 days 06:45:50,Staten Island,606.28,2046768,748956,yellow
2019-01-28,2584,3508.0,13596.36,52773.61,46 days 04:08:36,Brooklyn,60498.75,440737376,161275192,yellow
2019-01-29,636,708.0,4962.85,17663.43,12 days 16:00:04,Bronx,19713.24,120079980,40094712,yellow
2019-01-29,2953,3943.0,15229.54,59612.74,46 days 20:26:13,Brooklyn,68237.56,557541165,186163026,yellow
2019-01-29,14,20.0,49.31,1044.0,0 days 02:34:17,EWR,1285.03,2643270,882588,yellow
2019-01-29,236700,361557.0,510187.79,2532720.26,2603 days 09:21:19,Manhattan,3243131.38,44690143500,14922041400,yellow
2019-01-29,14035,21121.0,154423.24,488015.58,361 days 22:47:46,Queens,622506.65,2649878175,884794470,yellow
2019-01-29,6,6.0,68.44,347.49,0 days 02:29:08,Staten Island,407.07000000000005,1132830,378252,yellow
2019-01-30,16,21.0,129.03,660.19,0 days 06:57:07,Staten Island,751.24,3232128,1056320,yellow
2019-01-30,13083,19907.0,144815.72,455244.96,310 days 09:44:03,Queens,576782.94,2642870664,863739660,yellow
2019-01-30,253602,388754.0,544371.88,2694372.28,2763 days 09:07:49,Manhattan,3462362.7,51229632816,16742804040,yellow
2019-01-30,10,14.0,17.400000000000002,767.5,0 days 00:02:39,EWR,967.13,2020080,660200,yellow
2019-01-30,3105,4201.0,14638.61,57501.46,46 days 16:53:30,Brooklyn,66730.4,627234840,204992100,yellow
2019-01-30,568,697.0,4289.31,15272.19,10 days 14:47:32,Bronx,17013.67,114740544,37499360,yellow
2019-01-31,18,21.0,23.43,1661.35,0 days 00:58:51,EWR,1909.68,3745404,1191258,yellow
2019-01-31,2870,3955.0,13783.36,54341.11,44 days 12:24:53,Brooklyn,63665.44,597183860,189939470,yellow
2019-01-31,257852,394207.0,569917.75,2819135.5,2877 days 21:05:33,Manhattan,3626983.75,53653328456,17064903212,yellow
2019-01-31,15317,23612.0,167080.62,532706.67,369 days 00:01:52,Queens,676735.3,3187130726,1013694377,yellow
2019-01-31,272,515.0,688.94,2971.0,18 days 12:06:07,Manhattan,3807.71,60656,21760,yellow
2019-01-31,25,49.0,240.20999999999998,780.0,1 days 06:21:39,Queens,997.18,5575,2000,yellow
2019-01-31,568,765.0,4091.71,14791.24,11 days 19:26:29,Bronx,16605.35,118188304,37590808,yellow
2019-01-31,12,12.0,140.14000000000001,425.45,0 days 06:00:18,Staten Island,513.56,2496936,794172,yellow
2019-01-31,6,7.0,19.3,367.0,0 days 01:01:47,Brooklyn,377.68,1338,480,yellow
2019-02-01,9,17.0,102.1,294.0,0 days 03:07:00,Queens,379.62,423,135,yellow
2019-02-01,12,11.0,152.04,429.9,0 days 06:35:31,Staten Island,532.77,2548500,914580,yellow
2019-02-01,772,911.0,5445.24,19975.99,14 days 19:58:08,Bronx,22407.74,163953500,58837980,yellow
2019-02-01,3509,4786.0,16312.65,65214.340000000004,52 days 06:51:46,Brooklyn,75820.3,745223875,267438435,yellow
2019-02-01,22,23.0,46.269999999999996,1886.1100000000001,0 days 00:37:02,EWR,2252.42,4672250,1676730,yellow
2019-02-01,271687,421961.0,595627.26,2966833.38,3033 days 14:05:24,Manhattan,3819046.18,57699526625,20706624705,yellow
2019-02-01,15494,23682.0,172674.6,549155.29,404 days 18:18:06,Queens,697668.7,3290538250,1180875210,yellow
2019-02-01,53,89.0,89.37,464.0,0 days 07:57:36,Manhattan,618.48,2491,795,yellow
2019-02-02,12,14.0,0.9600000000000001,926.8,0 days 00:06:41,EWR,1131.46,2238384,873396,yellow
2019-02-02,3,3.0,3.3,23.5,0 days 07:32:00,Manhattan,30.07,9,0,yellow
2019-02-02,527,685.0,3225.67,11993.05,7 days 19:34:32,Bronx,13440.55,98302364,38356641,yellow
2019-02-02,3878,5796.0,15865.45,62518.25,54 days 22:32:18,Brooklyn,75632.82,723371096,282252474,yellow
2019-02-02,245613,399941.0,538737.7,2573389.43,2650 days 14:13:53,Manhattan,3741903.2,45814684116,17876450979,yellow
2019-02-02,11906,18563.0,125706.45,393748.46,239 days 04:16:13,Queens,499762.15,2220849992,866554398,yellow
2019-02-02,20,24.0,172.81,677.63,0 days 06:56:09,Staten Island,789.25,3730640,1455660,yellow
2019-02-03,15,17.0,38.56,799.0,0 days 00:09:49,EWR,1128.13,2394420,847725,yellow
2019-02-03,198250,321356.0,480696.57,2105179.35,1992 days 04:38:45,Manhattan,3162315.49,31646251000,11204098750,yellow
2019-02-03,645,803.0,4239.35,14898.84,9 days 06:59:22,Bronx,16981.71,102960060,36452175,yellow
2019-02-03,10,12.0,134.53,381.01,0 days 04:24:48,Staten Island,450.65999999999997,1596280,565150,yellow
2019-02-03,15579,24066.0,178117.35,545899.49,335 days 20:54:39,Queens,708617.01,2486844612,880447185,yellow
2019-02-03,3913,5690.0,17528.22,67500.6,49 days 13:15:11,Brooklyn,82010.91,624624364,221143195,yellow
2019-02-04,19,22.0,14.669999999999998,1362.0,0 days 00:32:01,EWR,1708.23,3222571,1119955,yellow
2019-02-04,2,2.0,6.08,26.5,0 days 00:30:33,Manhattan,35.36,4,0,yellow
2019-02-04,742,883.0,5498.94,20279.34,14 days 11:10:46,Bronx,22618.47,125849878,43737190,yellow
2019-02-04,2996,3938.0,14960.7,58277.62,48 days 04:04:27,Brooklyn,69524.97,508148564,176599220,yellow
2019-02-04,209792,322574.0,487520.45,2286600.23,2185 days 15:42:00,Manhattan,3470274.21,35582611328,12366189440,yellow
2019-02-04,17681,27009.0,198380.25,625243.99,440 days 17:06:46,Queens,835280.17,2998856729,1042206545,yellow
2019-02-04,16,15.0,147.35,530.28,0 days 06:12:56,Staten Island,603.64,2713744,943120,yellow
2019-02-05,231855,356402.0,536089.41,2571063.08,2536 days 13:57:51,Manhattan,3903554.98,43563004095,13977146820,yellow
2019-02-05,677,814.0,5335.87,19182.51,12 days 08:17:15,Bronx,21533.51,127200853,40812268,yellow
2019-02-05,3162,4242.0,16012.45,62383.0,51 days 10:51:40,Brooklyn,74582.12,594105018,190618008,yellow
2019-02-05,14,22.0,20.28,1243.0,0 days 00:06:04,EWR,1509.81,2630446,843976,yellow
2019-02-05,15447,23590.0,168582.6,530443.59,372 days 00:31:27,Queens,706080.98,2902321383,931206948,yellow
2019-02-05,16,17.0,115.48,397.71000000000004,0 days 04:17:41,Staten Island,474.72999999999996,3006224,964544,yellow
2019-02-06,14,13.0,165.02,526.05,0 days 07:58:12,Staten Island,619.51,2920330,893662,yellow
2019-02-06,14782,22720.0,163003.98,516089.13,380 days 19:19:15,Queens,686361.32,3083451290,943579406,yellow
2019-02-06,14,22.0,23.1,982.51,0 days 00:08:16,EWR,1156.3899999999999,2920330,893662,yellow
2019-02-06,256482,394834.0,583303.21,2871836.18,2972 days 21:35:18,Manhattan,4365814.59,53500862790,16372015506,yellow
2019-02-06,648,701.0,5030.43,18584.76,12 days 17:06:33,Bronx,20920.19,135169560,41363784,yellow
2019-02-06,3500,4907.0,17319.93,68333.31,57 days 09:37:55,Brooklyn,81189.7,730082500,223415500,yellow
2019-02-07,21,27.0,210.18,756.56,0 days 09:06:46,Staten Island,901.62,4372263,1314810,yellow
2019-02-07,15853,24321.0,175462.18,561497.71,411 days 08:51:09,Queens,741756.33,3300642159,992556330,yellow
2019-02-07,253797,390860.0,600856.95,2929495.35,3011 days 12:31:40,Manhattan,4428605.8,52841296791,15890230170,yellow
2019-02-07,3469,4745.0,17121.59,69103.7,55 days 02:08:18,Brooklyn,82366.32,722256207,217194090,yellow
2019-02-07,654,751.0,5048.27,18734.170000000002,14 days 06:49:34,Bronx,21069.2,136164762,40946940,yellow
2019-02-07,20,33.0,12.1,1550.53,0 days 01:34:13,EWR,1915.43,4164060,1252200,yellow
2019-02-08,761,879.0,5524.7,20702.81,15 days 05:14:26,Bronx,23310.51,162468173,53456445,yellow
2019-02-08,3816,5187.0,18612.32,75154.35,66 days 13:56:32,Brooklyn,89901.27,814689288,268054920,yellow
2019-02-08,30,33.0,4.29,2339.82,0 days 00:12:32,EWR,2829.2599999999998,6404790,2107350,yellow
2019-02-08,265999,415469.0,609622.29,3016348.01,3101 days 14:50:17,Manhattan,4556545.5600000005,56788924507,18685099755,yellow
2019-02-08,16337,24894.0,185473.51,589575.45,438 days 12:32:26,Queens,774737.24,3487835141,1147592565,yellow
2019-02-08,12,14.0,209.70999999999998,618.17,0 days 08:36:10,Staten Island,710.78,2561916,842940,yellow
2019-02-09,5,7.0,138.34,397.5,0 days 05:13:28,Staten Island,465.36,983035,373285,yellow
2019-02-09,11839,18564.0,128214.64,396565.92,250 days 08:49:38,Queens,505801.42,2327630273,883864223,yellow
