Date,Viajes por dia,Pasajeros por dia,Distancia(millas),Tarifario por dia($USD),travel_tday_bgh,borough,Total recaudado por dia($USD),Pago con tarjeta,Pago con efectivo,Tipo de taxi
2019-07-02,12284,19260.0,131292.27,423482.29,289 days 06:13:21,Queens,532643.36,1696543240,694488224,yellow
2019-07-03,515,535.0,3076.72,13424.62,8 days 11:46:43,Bronx,15294.88,62667775,28227150,yellow
2019-07-03,2537,3205.0,11192.37,50847.48,41 days 13:22:22,Brooklyn,59664.81,308714845,139052970,yellow
2019-07-03,163271,254510.0,379506.6,1922546.71,1982 days 08:09:28,Manhattan,2842970.89,19867631635,8948883510,yellow
2019-07-03,9,13.0,41.370000000000005,764.7,1 days 00:26:11,EWR,959.79,1095165,493290,yellow
2019-07-03,11,11.0,155.17000000000002,486.34,0 days 07:16:02,Staten Island,548.96,1338535,602910,yellow
2019-07-03,1,1.0,1.31,8.5,0 days 00:10:23,Manhattan,13.8,1,0,yellow
2019-07-03,12900,20282.0,138706.75,449802.74,317 days 18:14:45,Queens,567446.99,1569736500,707049000,yellow
2019-07-04,2183,3181.0,9034.54,42008.94,36 days 12:32:47,Brooklyn,50065.52,165519426,99007782,yellow
2019-07-04,18,31.0,40.49,1611.5,0 days 04:36:53,EWR,1859.26,1364796,816372,yellow
2019-07-04,109738,181097.0,283803.91,1197528.69,1146 days 17:06:44,Manhattan,1768871.78,8320554636,4977057252,yellow
2019-07-04,10568,17066.0,116847.09,365010.38,217 days 05:58:40,Queens,452408.79,801286896,479301072,yellow
2019-07-04,7,5.0,152.74,451.16,0 days 05:17:45,Staten Island,499.98,530754,317478,yellow
2019-07-04,430,537.0,2029.2,10654.02,7 days 05:04:01,Bronx,11903.02,32603460,19502220,yellow
2019-07-05,5,19.0,17.28,73.5,0 days 08:31:55,Manhattan,109.1,20,5,yellow
2019-07-05,7,7.0,78.5,332.0,0 days 02:57:18,Staten Island,342.09999999999997,601986,371126,yellow
2019-07-05,434,435.0,2519.16,10597.97,5 days 13:50:10,Bronx,12084.67,37323132,23009812,yellow
2019-07-05,2265,3012.0,10101.91,43571.21,36 days 15:19:27,Brooklyn,51815.74,194785470,120085770,yellow
2019-07-05,25,39.0,48.4,2224.56,0 days 01:41:46,EWR,2508.72,2149950,1325450,yellow
2019-07-05,127074,208539.0,308136.69,1373297.51,1336 days 00:39:35,Manhattan,2056923.58,10928109852,6737209332,yellow
2019-07-05,11580,18483.0,124351.6,392481.39,232 days 23:19:25,Queens,492229.1,995856840,613948440,yellow
2019-07-05,1,2.0,10.75,37.5,0 days 00:47:19,Manhattan,57.5,1,0,yellow
2019-07-05,4,4.0,13.56,58.5,0 days 08:14:18,Manhattan,98.17,16,0,yellow
2019-07-06,368,401.0,2148.79,8481.02,4 days 12:18:08,Bronx,9848.84,34465776,20631920,yellow
2019-07-06,21,43.0,37.41,1862.0,0 days 00:55:29,EWR,2133.86,1966797,1177365,yellow
2019-07-06,137359,229576.0,340930.89,1517297.1,1492 days 17:54:47,Manhattan,2225113.56,12864631863,7701032335,yellow
2019-07-06,12200,19596.0,138039.6,426396.24,264 days 21:57:43,Queens,533169.85,1142615400,683993000,yellow
2019-07-06,12,9.0,215.62,803.86,0 days 06:40:58,Staten Island,933.4300000000001,1123884,672780,yellow
2019-07-06,1903,2691.0,8113.05,34559.35,29 days 10:39:41,Brooklyn,41052.42,178229271,106691695,yellow
2019-07-07,472,468.0,2698.99,12418.73,7 days 03:04:02,Bronx,14064.06,47283072,23177088,yellow
2019-07-07,2219,2939.0,9912.76,41760.96,30 days 02:57:26,Brooklyn,49480.74,222290544,108961776,yellow
2019-07-07,23,31.0,28.35,2137.3,0 days 01:19:34,EWR,2417.65,2304048,1129392,yellow
2019-07-07,19756,31393.0,236014.24,725698.6,475 days 06:24:26,Queens,932825.45,1979077056,970098624,yellow
2019-07-07,9,9.0,114.56,420.21,0 days 03:58:33,Staten Island,463.56,901584,441936,yellow
2019-07-07,129020,210794.0,341967.01,1471091.9,1395 days 11:48:43,Manhattan,2163002.29,12924707520,6335398080,yellow
2019-07-08,4,9.0,10.09,50.5,0 days 07:59:02,Manhattan,74.16,12,8,yellow
2019-07-08,8,10.0,128.72,392.33,0 days 05:10:40,Staten Island,421.59999999999997,1072080,415304,yellow
2019-07-08,1,2.0,18.64,52.0,0 days 08:06:04,Queens,60.83,3,2,yellow
2019-07-08,379,363.0,2482.13,10187.76,6 days 17:47:42,Bronx,11773.24,50789790,19675027,yellow
2019-07-08,2082,2546.0,9589.74,42081.87,31 days 11:17:30,Brooklyn,49894.88,279008820,108082866,yellow
2019-07-08,16,32.0,3.06,1209.34,0 days 00:08:57,EWR,1590.01,2144160,830608,yellow
2019-07-08,165484,253637.0,391811.73,1853072.38,1787 days 18:32:58,Manhattan,2795003.72,22176510840,8590770892,yellow
2019-07-08,20525,31632.0,245862.48,775236.71,530 days 06:43:07,Queens,1011875.44,2750555250,1065514325,yellow
2019-07-09,11,5.0,234.54,764.79,0 days 07:41:54,Staten Island,864.56,1704483,629123,yellow
2019-07-09,17028,26754.0,194793.04,616985.3,438 days 04:59:56,Queens,799808.27,2638539684,973882404,yellow
2019-07-09,195190,297981.0,450876.08,2219317.82,2192 days 09:54:05,Manhattan,3346679.72,30245276070,11163501670,yellow
2019-07-09,15,26.0,16.529999999999998,1294.73,0 days 01:02:06,EWR,1548.96,2324295,857895,yellow
2019-07-09,2308,2923.0,10618.49,46860.72,36 days 09:16:01,Brooklyn,55691.66,357631524,132001444,yellow
2019-07-09,458,509.0,2907.17,12383.53,7 days 12:52:07,Bronx,14146.93,70968474,26194394,yellow
2019-07-09,1,2.0,0.75,6.0,0 days 00:07:25,Manhattan,9.3,0,1,yellow
2019-07-10,16061,25111.0,180490.32,581411.34,412 days 16:27:25,Queens,754492.55,2711610752,976781837,yellow
2019-07-10,2690,3540.0,11544.32,53789.42,42 days 03:51:47,Brooklyn,64398.25,454158080,163597730,yellow
2019-07-10,19,16.0,165.24,963.34,0 days 09:07:28,Staten Island,1066.76,3207808,1155523,yellow
2019-07-10,492,496.0,2798.02,13092.82,8 days 07:49:30,Bronx,14929.23,83065344,29921964,yellow
2019-07-10,213230,326852.0,490397.52,2427341.15,2412 days 03:29:47,Manhattan,3665487.95,36000047360,12968008910,yellow
2019-07-10,23,40.0,55.67,1906.0,0 days 01:55:56,EWR,2345.03,3883136,1398791,yellow
2019-07-11,16,31.0,16.7,1475.0,0 days 00:37:20,EWR,1725.49,2783632,973024,yellow
2019-07-11,2508,3211.0,10690.31,47733.77,46 days 02:53:32,Brooklyn,57683.75,436334316,152521512,yellow
2019-07-11,220323,339140.0,506634.92,2638614.73,2775 days 12:47:54,Manhattan,3935679.5500000003,38331134571,13398722922,yellow
2019-07-11,478,487.0,2685.42,12594.93,9 days 19:06:54,Bronx,14232.24,83161006,29069092,yellow
2019-07-11,15,15.0,101.59,478.67,0 days 05:38:24,Staten Island,533.61,2609655,912210,yellow
2019-07-11,5,17.0,12.08,64.0,0 days 08:29:36,Manhattan,97.34,25,5,yellow
2019-07-11,1,2.0,10.5,37.5,0 days 07:49:23,Queens,52.92,5,1,yellow
2019-07-11,14483,22424.0,160128.85,522254.9,394 days 00:09:21,Queens,670678.84,2519708891,880769162,yellow
2019-07-12,507,546.0,2798.56,12514.630000000001,8 days 07:58:02,Bronx,14135.37,78304629,29945955,yellow
2019-07-12,2578,3349.0,10934.71,48429.64,41 days 11:22:44,Brooklyn,57580.64,398164366,152269570,yellow
2019-07-12,28,38.0,44.15,2307.0,0 days 01:34:23,EWR,2785.0,4324516,1653820,yellow
2019-07-12,194706,303230.0,469378.44,2349107.23,2405 days 16:44:42,Manhattan,3490641.33,30071757582,11500309890,yellow
2019-07-12,18587,29123.0,204061.73,676140.62,517 days 15:33:25,Queens,870121.51,2870706389,1097841155,yellow
2019-07-12,7,8.0,184.99,460.81,0 days 07:39:19,Staten Island,507.93,1081129,413455,yellow
2019-07-13,8,6.0,177.03,616.44,0 days 06:41:46,Staten Island,653.32,1140144,523632,yellow
2019-07-13,26,48.0,37.11,2310.0,0 days 01:21:46,EWR,2752.9,3705468,1701804,yellow
2019-07-13,192629,315185.0,509971.17,2317681.55,2408 days 12:34:21,Manhattan,3370665.57,27453099822,12608338566,yellow
2019-07-13,3705,5750.0,15362.56,62640.95,56 days 08:08:42,Brooklyn,77313.62,528029190,242507070,yellow
2019-07-13,470,559.0,2595.9,10206.42,8 days 12:57:04,Bronx,11509.0,66983460,30763380,yellow
2019-07-13,13918,22110.0,148915.29,479110.63,334 days 02:12:41,Queens,598792.1,1983565524,910988772,yellow
2019-07-13,1,6.0,4.1,17.5,0 days 00:23:28,Manhattan,26.16,1,0,yellow
2019-07-14,14,19.0,179.84,664.65,0 days 08:03:57,Staten Island,735.88,1676906,755608,yellow
2019-07-14,17256,26747.0,195607.59,617853.7,423 days 02:32:07,Queens,789811.48,2066906424,931340832,yellow
2019-07-14,30,62.0,73.69,2050.55,0 days 02:32:16,EWR,2523.42,3593370,1619160,yellow
2019-07-14,2715,3654.0,11611.94,49299.17,33 days 01:50:10,Brooklyn,59504.13,325199985,146533980,yellow
2019-07-14,526,559.0,2843.0,12467.99,6 days 23:14:52,Bronx,14104.76,63003754,28389272,yellow
2019-07-14,155646,253840.0,408989.71,1761710.34,1633 days 00:19:48,Manhattan,2604619.33,18643122234,8400525912,yellow
2019-07-15,437,450.0,2724.35,11416.23,7 days 05:50:36,Bronx,13244.41,61409425,24301570,yellow
2019-07-15,17,32.0,0.21000000000000002,1349.0,0 days 00:08:57,EWR,1518.02,2388925,945370,yellow
2019-07-15,178476,273335.0,423327.07,2031846.27,2019 days 16:06:18,Manhattan,3055892.16,25080339900,9925050360,yellow
2019-07-15,17830,27627.0,206857.71,661630.58,468 days 04:17:53,Queens,861964.94,2505560750,991526300,yellow
2019-07-15,14,16.0,254.05,755.49,0 days 08:33:02,Staten Island,876.41,1967350,778540,yellow
2019-07-15,5,7.0,9.95,51.0,0 days 08:02:29,Manhattan,86.13,20,5,yellow
2019-07-15,2120,2679.0,9939.27,42609.14,31 days 07:38:30,Brooklyn,50791.98,297913000,117893200,yellow
2019-07-16,2435,3205.0,10687.75,47325.92,43 days 00:25:22,Brooklyn,56776.14,404017635,145866240,yellow
2019-07-16,18,24.0,30.79,1403.55,0 days 00:11:16,EWR,1623.77,2986578,1078272,yellow
2019-07-16,15,14.0,241.37,851.74,0 days 08:29:28,Staten Island,1000.48,2488815,898560,yellow
2019-07-16,16389,25348.0,182357.1,590498.34,443 days 02:20:41,Queens,764724.59,2719279269,981766656,yellow
2019-07-16,209392,321677.0,478756.01,2422741.62,2460 days 15:18:51,Manhattan,3644483.63,34742530032,12543418368,yellow
2019-07-16,444,450.0,2746.6,12241.76,9 days 04:30:04,Bronx,14093.56,73668924,26597376,yellow
2019-07-16,1,6.0,1.73,8.5,0 days 00:09:29,Manhattan,14.16,1,0,yellow
2019-07-16,1,1.0,5.92,18.5,0 days 00:13:14,Queens,30.5,1,0,yellow
2019-07-17,2736,3747.0,10925.13,49866.1,44 days 15:06:44,Brooklyn,60496.75,493995744,173298240,yellow
2019-07-17,16,25.0,21.53,1312.0,0 days 00:06:41,EWR,1518.22,2888864,1013440,yellow
2019-07-17,229118,350812.0,513712.08,2656374.96,2792 days 01:06:37,Manhattan,3996563.5500000003,41368171372,14512334120,yellow
2019-07-17,14431,22510.0,157466.91,512592.17,389 days 00:35:04,Queens,663098.51,2605574774,914059540,yellow
2019-07-17,15,12.0,215.97,651.9300000000001,0 days 11:09:22,Staten Island,854.53,2708310,950100,yellow
2019-07-17,454,441.0,3037.77,13119.31,9 days 17:45:14,Bronx,14986.92,81971516,28756360,yellow
2019-07-18,460,468.0,2934.94,12944.01,11 days 07:40:46,Bronx,14981.58,79900160,27163000,yellow
2019-07-18,2463,3340.0,10207.49,47006.11,37 days 23:55:27,Brooklyn,56731.97,427813248,145440150,yellow
2019-07-18,27,35.0,60.730000000000004,2371.33,0 days 00:59:11,EWR,2840.24,4689792,1594350,yellow
2019-07-18,214084,326270.0,511575.64,2590643.67,2697 days 20:39:57,Manhattan,3871116.07,37185534464,12641660200,yellow
2019-07-18,18512,28779.0,210733.68,687209.63,496 days 17:54:40,Queens,889873.05,3215460352,1093133600,yellow
2019-07-18,9,7.0,190.34,540.79,0 days 07:05:17,Staten Island,640.06,1563264,531450,yellow
2019-07-19,38,57.0,93.62,3715.61,0 days 00:23:12,EWR,4355.53,6473148,2489798,yellow
2019-07-19,217863,339692.0,529632.76,2572690.49,2649 days 05:55:57,Manhattan,3845178.58,37112090598,14274601623,yellow
2019-07-19,17247,27244.0,190781.83,619675.21,453 days 06:12:25,Queens,796952.58,2937957462,1130040687,yellow
2019-07-19,11,15.0,141.51,414.5,0 days 05:25:59,Staten Island,433.09,1873806,720731,yellow
2019-07-19,3030,4074.0,12589.97,55655.08,46 days 12:14:24,Brooklyn,67702.88,516148380,198528630,yellow
2019-07-19,656,812.0,3400.07,15104.22,10 days 17:43:50,Bronx,17422.04,111746976,42981776,yellow
2019-07-20,352,424.0,2140.28,8565.95,4 days 23:17:30,Bronx,9772.92,46433728,22138688,yellow
2019-07-20,2501,3632.0,10182.99,41682.45,31 days 02:44:48,Brooklyn,51122.33,329916914,157297894,yellow
2019-07-20,29,53.0,52.53,2536.75,0 days 00:58:16,EWR,2862.36,3825506,1823926,yellow
2019-07-20,180993,298615.0,436346.58,1963013.17,1948 days 16:36:40,Manhattan,2923195.34,23875510602,11383373742,yellow
2019-07-20,13402,21068.0,146545.98,462095.99,296 days 14:14:51,Queens,577920.46,1767911428,842905388,yellow
2019-07-20,7,13.0,106.08,301.5,0 days 03:37:28,Staten Island,332.48,923398,440258,yellow
2019-07-21,385,438.0,2270.2,9497.39,4 days 23:26:32,Bronx,10788.67,46097590,21421785,yellow
2019-07-21,158644,260740.0,392316.29,1717217.35,1622 days 10:28:52,Manhattan,2562695.14,18995080696,8827110804,yellow
2019-07-21,30,42.0,36.269999999999996,2406.0,0 days 00:46:28,EWR,2794.4,3592020,1669230,yellow
2019-07-21,2272,3213.0,9421.03,38383.99,30 days 10:28:42,Brooklyn,46501.14,272035648,126416352,yellow
2019-07-21,1,1.0,8.39,25.5,0 days 00:19:43,Brooklyn,34.56,5,1,yellow
2019-07-21,3,6.0,3.38,22.5,0 days 07:26:52,Manhattan,35.22,6,3,yellow
2019-07-21,16274,25743.0,183558.85,571955.95,358 days 13:21:22,Queens,729409.99,1948551116,905501634,yellow
2019-07-21,9,12.0,167.76,530.5,0 days 05:00:25,Staten Island,557.0,1077606,500769,yellow
2019-07-21,5,5.0,7.47,41.0,0 days 00:46:47,Manhattan,63.739999999999995,25,5,yellow
2019-07-22,427,468.0,2653.05,10601.09,7 days 07:00:25,Bronx,12169.23,64769495,24852254,yellow
2019-07-22,2442,3285.0,10006.17,44198.23,41 days 03:05:05,Brooklyn,53617.52,370414770,142129284,yellow
2019-07-22,21,38.0,61.05,1979.01,0 days 01:28:29,EWR,2411.09,3185385,1222242,yellow
2019-07-22,191513,294168.0,437050.05,2157510.55,2187 days 00:34:37,Manhattan,3258028.65,29049649405,11146439626,yellow
2019-07-22,18225,27989.0,203372.09,652737.49,471 days 16:48:44,Queens,847540.64,2764459125,1060731450,yellow
2019-07-22,11,10.0,202.23,929.3399999999999,0 days 07:08:00,Staten Island,1051.12,1668535,640222,yellow
2019-07-22,3,3.0,5.35,28.0,0 days 07:33:01,Manhattan,38.900000000000006,3,6,yellow
2019-07-23,421,393.0,2796.15,12699.76,8 days 06:00:01,Bronx,14493.43,67754056,24290858,yellow
2019-07-23,1,1.0,3.13,14.5,0 days 00:18:54,Manhattan,18.96,1,0,yellow
2019-07-23,200574,308728.0,465420.18,2297338.41,2307 days 11:27:22,Manhattan,3465706.38,32279577264,11572718652,yellow
2019-07-23,14,20.0,0.13,1104.5,0 days 00:06:04,EWR,1400.94,2253104,807772,yellow
2019-07-23,18340,28700.0,210047.08,666907.98,472 days 12:04:37,Queens,864188.36,2951566240,1058181320,yellow
2019-07-23,11,9.0,185.52,684.49,0 days 10:21:00,Staten Island,728.72,1770296,634678,yellow
2019-07-23,2153,2620.0,9908.61,43214.66,35 days 02:05:01,Brooklyn,52357.11,346495208,124223794,yellow
2019-07-24,4,4.0,16.759999999999998,77.0,0 days 08:43:13,Manhattan,108.85,16,0,yellow
2019-07-24,481,516.0,2775.84,12493.6,8 days 07:21:01,Bronx,14460.42,79892176,28956200,yellow
2019-07-24,2548,3305.0,10705.93,49647.32,39 days 11:10:23,Brooklyn,59602.81,423212608,153389600,yellow
2019-07-24,18,23.0,9.55,1807.41,0 days 00:16:02,EWR,2078.97,2989728,1083600,yellow
2019-07-24,209727,321583.0,502925.22,2494354.51,2524 days 16:01:23,Manhattan,3731323.7800000003,34834815792,12625565400,yellow
2019-07-24,16507,25496.0,181960.72,591268.03,429 days 04:43:55,Queens,765164.85,2741746672,993721400,yellow
2019-07-24,12,10.0,162.43,788.73,0 days 08:05:22,Staten Island,904.84,1993152,722400,yellow
2019-07-25,424,448.0,2740.18,11405.960000000001,7 days 16:58:54,Bronx,13099.97,72721088,25691432,yellow
2019-07-25,2630,3506.0,11076.75,49163.03,41 days 01:43:18,Brooklyn,59790.840000000004,451076560,159359590,yellow
2019-07-25,27,45.0,18.13,2290.3,0 days 00:12:15,EWR,2704.17,4630824,1636011,yellow
2019-07-25,16394,25754.0,180163.01,595557.05,468 days 19:41:12,Queens,769597.48,2811767728,993361642,yellow
2019-07-25,215573,330572.0,519296.12,2594916.02,2676 days 02:05:20,Manhattan,3877076.44,36973356376,13062214789,yellow
2019-07-25,11,10.0,168.73,688.13,0 days 07:02:10,Staten Island,729.46,1886632,666523,yellow
2019-07-26,2742,3731.0,11977.16,53166.93,40 days 18:25:24,Brooklyn,64014.21,416556414,165586638,yellow
2019-07-26,490,546.0,2685.1,12272.64,8 days 15:15:40,Bronx,14063.7,74439330,29590610,yellow
2019-07-26,6,12.0,15.370000000000001,66.0,0 days 08:12:45,Manhattan,101.41,24,12,yellow
2019-07-26,195942,306552.0,476381.41,2357324.49,2495 days 16:28:45,Manhattan,3503120.22,29766920814,11832741438,yellow
2019-07-26,16045,24983.0,175697.39,582862.17,457 days 03:57:11,Queens,744525.15,2437508265,968941505,yellow
2019-07-26,12,12.0,170.44,626.11,0 days 07:03:43,Staten Island,712.1899999999999,1823004,724668,yellow
2019-07-26,19,31.0,24.179999999999996,1681.25,0 days 00:08:47,EWR,2074.05,2886423,1147391,yellow
2019-07-27,177033,291965.0,445435.21,2017830.16,2040 days 11:08:35,Manhattan,2967620.99,22708022910,10982419188,yellow
2019-07-27,11,19.0,196.73,651.54,0 days 07:42:22,Staten Island,758.55,1410970,682396,yellow
2019-07-27,26,42.0,3.06,2416.08,0 days 00:20:36,EWR,2916.65,3335020,1612936,yellow
2019-07-27,2772,4082.0,11697.69,48234.33,42 days 02:13:51,Brooklyn,58815.78,355564440,171963792,yellow
2019-07-27,381,405.0,2346.96,9381.83,6 days 13:21:45,Bronx,10834.42,48870870,23635716,yellow
2019-07-27,1,1.0,1.14,5.5,0 days 00:03:38,Brooklyn,8.76,1,1,yellow
2019-07-27,1,1.0,18.22,52.0,0 days 00:39:43,Queens,61.06,1,1,yellow
2019-07-27,12756,20508.0,137534.81,439220.71,291 days 15:14:33,Queens,547888.58,1636212120,791331216,yellow
2019-07-28,542,560.0,2865.09,13076.69,7 days 08:04:59,Bronx,14845.07,63854104,29384530,yellow
2019-07-28,2717,3879.0,11959.05,49836.06,41 days 02:46:17,Brooklyn,60211.42,320095204,147302155,yellow
2019-07-28,31,53.0,46.910000000000004,2799.2,0 days 01:54:09,EWR,3355.28,3652172,1680665,yellow
2019-07-28,154808,252106.0,407170.44,1773003.13,1667 days 12:51:55,Manhattan,2613760.12,18238240096,8392915720,yellow
2019-07-28,15,17.0,179.41,870.2,0 days 05:08:30,Staten Island,980.4399999999999,1767180,813225,yellow
2019-07-28,16302,25604.0,183437.91,575744.77,395 days 16:59:45,Queens,735569.15,1920571224,883812930,yellow
2019-07-29,10,12.0,189.16,788.63,0 days 07:40:51,Staten Island,837.63,1380250,553730,yellow
2019-07-29,2142,2646.0,9836.1,42173.94,33 days 09:55:38,Brooklyn,50523.12,295649550,118608966,yellow
2019-07-29,416,451.0,2844.49,11907.14,7 days 21:11:36,Bronx,13578.36,57418400,23035168,yellow
2019-07-29,16816,25914.0,192458.54,613058.05,438 days 16:17:00,Queens,792617.15,2321028400,931152368,yellow
2019-07-29,27,54.0,33.27,2424.07,0 days 00:23:12,EWR,2823.36,3726675,1495071,yellow
2019-07-29,176879,272353.0,414151.78,1973853.14,1913 days 15:20:59,Manhattan,2981542.2600000002,24413723975,9794320867,yellow
2019-07-29,4,8.0,12.66,54.5,0 days 15:06:07,Manhattan,74.86,8,8,yellow
2019-07-30,15100,23494.0,167377.08,538363.95,381 days 12:05:25,Queens,692532.74,2416664400,871919300,yellow
2019-07-30,12,11.0,163.46,537.93,0 days 07:08:32,Staten Island,599.06,1920528,692916,yellow
2019-07-30,17,33.0,12.84,1440.0,0 days 00:08:42,EWR,1672.6,2720748,981631,yellow
2019-07-30,4,8.0,4.42,30.5,0 days 00:37:56,Manhattan,48.980000000000004,8,8,yellow
2019-07-30,2199,2901.0,9802.69,42944.97,35 days 14:54:00,Brooklyn,51513.4,351936756,126976857,yellow
2019-07-30,443,481.0,2894.39,11751.32,9 days 01:02:07,Bronx,13528.89,70899492,25580149,yellow
2019-07-30,202863,311176.0,459177.34,2320620.69,2344 days 08:01:03,Manhattan,3490412.13,32467005972,11713918209,yellow
2019-07-31,397,380.0,2677.04,11460.97,8 days 00:34:02,Bronx,13090.94,64840819,22381272,yellow
2019-07-31,2357,3131.0,10054.09,45493.37,39 days 11:13:52,Brooklyn,54925.94,384961739,132878232,yellow
2019-07-31,14792,23240.0,163349.39,531793.14,400 days 06:05:08,Queens,681919.35,2415932984,833913792,yellow
2019-07-31,13,13.0,196.07999999999998,698.6,0 days 08:35:26,Staten Island,759.62,2123251,732888,yellow
2019-07-31,1,1.0,0.34,3.0,0 days 00:00:34,Brooklyn,10.42,112,37,yellow
2019-07-31,129,244.0,391.17,1507.5,4 days 20:17:11,Manhattan,2300.54,14448,4773,yellow
2019-07-31,19,33.0,228.43,684.0,0 days 06:50:00,Queens,895.14,2128,703,yellow
2019-07-31,204908,314140.0,473223.93,2428616.15,2503 days 00:03:44,Manhattan,3630078.7,33467008916,11551893408,yellow
2019-07-31,22,39.0,32.95,2051.2,0 days 01:06:45,EWR,2477.11,3593194,1240272,yellow
2019-08-01,2644,3645.0,10717.4,48512.75,46 days 14:35:56,Brooklyn,59153.42,445619760,158803928,yellow
2019-08-01,11,12.0,116.56,445.7,0 days 05:56:23,Staten Island,603.36,1853940,660682,yellow
2019-08-01,18390,28990.0,208522.6,675308.97,505 days 23:09:46,Queens,873211.81,3099450600,1104540180,yellow
2019-08-01,209849,322410.0,505966.94,2510048.6,2562 days 20:26:56,Manhattan,3756109.5500000003,35367950460,12603950638,yellow
2019-08-01,28,38.0,16.29,2236.5,0 days 00:59:13,EWR,2772.89,4719120,1681736,yellow
2019-08-01,395,466.0,2227.22,10377.42,7 days 01:26:02,Bronx,11886.74,66573300,23724490,yellow
2019-08-01,1,1.0,17.75,52.0,0 days 00:27:14,Queens,60.92,1,0,yellow
2019-08-01,19,40.0,46.12,207.5,0 days 03:56:14,Manhattan,324.85,323,95,yellow
2019-08-01,3,4.0,29.110000000000003,91.5,1 days 00:42:37,Queens,118.68,51,15,yellow
2019-08-02,24,44.0,63.6,1945.33,0 days 01:04:52,EWR,2306.02,3585840,1455552,yellow
2019-08-02,2422,3391.0,9579.68,44320.340000000004,35 days 15:28:19,Brooklyn,53699.53,361871020,146889456,yellow
2019-08-02,514,631.0,2590.26,12306.36,9 days 01:33:57,Bronx,13992.73,76796740,31173072,yellow
2019-08-02,2,7.0,5.37,32.5,0 days 17:35:58,Manhattan,40.96,4,0,yellow
2019-08-02,8,12.0,156.84,597.95,0 days 06:26:06,Staten Island,699.53,1195280,485184,yellow
2019-08-02,193869,304104.0,467599.48,2264657.09,2283 days 09:02:36,Manhattan,3382701.64,28965967290,11757767112,yellow
2019-08-02,15948,24953.0,175779.38,571367.63,408 days 12:47:36,Queens,733582.76,2382790680,967214304,yellow
2019-08-03,2,12.0,2.2,16.0,0 days 00:20:01,Manhattan,29.520000000000003,4,0,yellow
2019-08-03,412,533.0,1994.22,8914.05,7 days 17:46:42,Bronx,10292.06,51775216,25565012,yellow
2019-08-03,2385,3514.0,9366.9,40130.2,34 days 09:13:24,Brooklyn,48943.87,299718180,147991635,yellow
2019-08-03,28,51.0,48.72,2624.6,0 days 01:25:00,EWR,3088.9,3518704,1737428,yellow
2019-08-03,174280,288909.0,429730.16,1981825.72,2069 days 23:48:32,Manhattan,2913832.14,21901419040,10814248280,yellow
2019-08-03,12947,21046.0,141047.37,449465.4,288 days 05:49:26,Queens,563799.44,1627023596,803374297,yellow
2019-08-03,12,18.0,138.25,407.5,0 days 05:50:11,Staten Island,512.54,1508016,744612,yellow
2019-08-04,539,619.0,2597.06,12255.57,7 days 05:01:44,Bronx,14041.710000000001,60949042,29364720,yellow
2019-08-04,2382,3345.0,9367.57,41840.61,33 days 12:42:06,Brooklyn,50638.76,269351796,129771360,yellow
2019-08-04,26,45.0,20.61,2005.7,0 days 00:20:54,EWR,2424.6,2940028,1416480,yellow
2019-08-04,150228,246361.0,389426.94,1699564.36,1602 days 22:02:45,Manhattan,2509387.42,16987481784,8184421440,yellow
2019-08-04,16682,26302.0,187308.79,590062.42,384 days 22:55:11,Queens,755783.26,1886367196,908835360,yellow
2019-08-04,10,10.0,128.95999999999998,520.53,0 days 04:56:02,Staten Island,677.57,1130780,544800,yellow
2019-08-05,360,396.0,2223.12,9224.3,6 days 04:03:55,Bronx,10511.26,47104560,19302480,yellow
2019-08-05,2040,2656.0,8848.14,39337.840000000004,29 days 00:38:30,Brooklyn,47241.62,266925840,109380720,yellow
2019-08-05,24,40.0,37.489999999999995,2153.9,0 days 00:44:59,EWR,2542.65,3140304,1286832,yellow
2019-08-05,167699,256108.0,402697.28,1906229.6,1891 days 07:34:07,Manhattan,2869329.16,21942743354,8991684982,yellow
2019-08-05,16866,26043.0,191215.86,610157.67,441 days 02:55:53,Queens,794303.06,2206848636,904321188,yellow
2019-08-05,8,7.0,204.07,464.58,0 days 07:27:42,Staten Island,534.35,1046768,428944,yellow
2019-08-06,6,31.0,12.31,54.5,0 days 07:56:06,Manhattan,80.36,18,18,yellow
2019-08-06,1,1.0,8.75,29.5,0 days 16:24:17,Queens,46.7,2,0,yellow
2019-08-06,197073,304386.0,460383.54,2247449.61,2233 days 16:18:58,Manhattan,3387933.41,30231589419,11404220364,yellow
2019-08-06,1,1.0,0.83,8.5,0 days 07:12:23,Manhattan,14.16,2,0,yellow
2019-08-06,2035,2714.0,8529.75,38299.28,34 days 16:27:24,Brooklyn,46574.47,312175105,117761380,yellow
2019-08-06,19,15.0,280.24,978.8,0 days 09:14:23,Staten Island,1151.82,2914657,1099492,yellow
2019-08-06,28,47.0,5.93,2205.28,0 days 00:13:56,EWR,2522.44,4295284,1620304,yellow
2019-08-06,14434,22533.0,157667.81,509280.64,361 days 09:37:05,Queens,655753.01,2214218902,835266712,yellow
2019-08-06,424,476.0,2446.04,10902.99,8 days 19:19:16,Bronx,12423.2,65042872,24536032,yellow
2019-08-07,24,44.0,21.57,1930.51,0 days 01:12:31,EWR,2249.81,3782928,1370496,yellow
2019-08-07,200991,309213.0,459083.81,2364384.64,2466 days 14:25:05,Manhattan,3538423.35,31680603402,11477390064,yellow
